ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,On,Off,On,Off,On,On,On,On,On,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,0.09763860702514648,0.4545137882232666,241944,2.3543241024017334,356663,1676,5.623754262924194,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,On,Off,Off,On,Off,Off,On,Off,On,On,On,Off,On,On,On,0.09553980827331543,0.41079235076904297,236416,2.2370128631591797,356663,1676,5.250490427017212,"[10, 50, 6, 4, 5]"
Off,On,Off,Off,Off,On,On,On,On,On,On,On,Off,Off,Off,On,On,Off,On,On,0.09458160400390625,0.4234459400177002,237848,2.177302360534668,356663,1676,5.248532295227051,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,On,On,On,On,On,Off,Off,On,Off,On,Off,On,Off,Off,Off,Off,0.10306048393249512,0.40860533714294434,237848,2.176194667816162,356663,1676,5.109178066253662,"[10, 50, 6, 4, 5]"
On,Off,Off,On,Off,On,On,Off,On,On,Off,On,Off,On,Off,On,On,Off,Off,Off,0.09511208534240723,0.4069328308105469,237848,2.1961092948913574,356663,1676,5.070534706115723,"[10, 50, 6, 4, 5]"
Off,On,Off,Off,Off,Off,Off,Off,On,On,Off,On,On,On,On,Off,On,On,Off,On,0.10538291931152344,0.39226841926574707,240512,2.2563517093658447,356663,1676,5.200702905654907,"[10, 50, 6, 4, 5]"
On,On,On,Off,On,Off,Off,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,0.09071922302246094,0.39679527282714844,237848,2.1864051818847656,356663,1676,5.166268348693848,"[10, 50, 6, 4, 5]"
On,On,On,On,On,On,On,On,Off,Off,On,Off,On,Off,On,Off,Off,Off,Off,On,0.07842445373535156,0.41212964057922363,241944,2.2048497200012207,356663,1676,5.14062237739563,"[10, 50, 6, 4, 5]"
On,On,On,On,On,On,On,On,Off,Off,On,Off,On,Off,On,Off,Off,Off,Off,On,0.08857107162475586,1.4579830169677734,469384,4.28793740272522,828309,4503,8.31183385848999,"[10, 50, 6, 4, 10]"
On,On,On,Off,On,Off,Off,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,0.07999634742736816,1.4513170719146729,465288,4.254051685333252,828309,4503,8.22283411026001,"[10, 50, 6, 4, 10]"
Off,On,Off,Off,Off,On,On,On,On,On,On,On,Off,Off,Off,On,On,Off,On,On,0.0793759822845459,1.4237172603607178,465288,4.258691787719727,828309,4503,8.16332459449768,"[10, 50, 6, 4, 10]"
On,Off,Off,On,Off,On,On,Off,On,On,Off,On,Off,On,Off,On,On,Off,Off,Off,0.09237217903137207,1.435779333114624,465288,4.248167037963867,828309,4503,8.33855676651001,"[10, 50, 6, 4, 10]"
Off,On,Off,Off,Off,On,On,On,On,On,On,On,Off,Off,Off,On,On,Off,On,On,0.0909719467163086,1.538935661315918,496248,7.200034141540527,866233,4708,11.250572204589844,"[10, 50, 6, 4, 25]"
