ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,evaluated_time,fidelity_setting,corr
On,Off,Off,Off,On,Off,On,On,Off,On,On,Off,On,Off,On,Off,Off,Off,Off,Off,0.07361960411071777,42.95464205741882,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,On,Off,On,Off,On,0.07385110855102539,42.75193405151367,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,Off,On,Off,On,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,0.07505416870117188,42.81048846244812,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,On,On,On,Off,On,On,Off,On,Off,Off,Off,Off,Off,Off,Off,0.0766746997833252,42.833908557891846,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,On,On,On,On,Off,On,On,Off,On,Off,On,Off,Off,Off,Off,Off,0.07731819152832031,42.83072352409363,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,On,Off,On,On,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,0.07755088806152344,42.94248294830322,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,Off,On,Off,Off,On,On,Off,On,Off,On,On,Off,On,Off,Off,0.07848787307739258,42.88990020751953,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,On,Off,Off,On,On,On,On,On,On,Off,Off,On,Off,On,Off,Off,0.07873892784118652,42.702855825424194,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,On,On,Off,Off,On,Off,Off,On,Off,On,Off,On,On,Off,Off,0.08173656463623047,42.862948179244995,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,Off,Off,On,On,0.08181309700012207,42.786924839019775,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,On,Off,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,0.0824730396270752,42.80829477310181,"[10, 50, 6, 4, 50]",1
On,On,On,On,On,Off,On,On,Off,Off,On,On,On,On,On,Off,Off,On,On,Off,0.08252263069152832,42.92228698730469,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,On,On,Off,Off,On,Off,0.08326435089111328,42.74143362045288,"[10, 50, 6, 4, 50]",1
On,On,On,On,On,Off,On,Off,On,On,On,Off,On,On,On,Off,Off,Off,Off,Off,0.08330440521240234,42.853548526763916,"[10, 50, 6, 4, 50]",1
On,On,On,On,On,Off,On,Off,Off,On,On,On,Off,On,Off,Off,Off,Off,Off,Off,0.08374571800231934,42.735533475875854,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,On,On,On,Off,On,On,Off,On,Off,On,Off,Off,Off,Off,Off,0.08416533470153809,42.77860736846924,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,Off,Off,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,On,On,0.08418607711791992,42.881962060928345,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,Off,On,Off,Off,Off,On,Off,On,Off,On,On,Off,On,Off,Off,0.08429265022277832,42.7937114238739,"[10, 50, 6, 4, 50]",1
On,Off,On,On,On,On,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,Off,Off,Off,0.0851287841796875,42.75898313522339,"[10, 50, 6, 4, 50]",1
On,On,On,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,Off,On,On,0.0852212905883789,43.057464838027954,"[10, 50, 6, 4, 50]",1
