time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,25,40000,4,0.5,0.8545454545454544,53.809263706207275,0
30,20,20000,10,0.5,0.10303030303030303,40.82759063243866,0
50,30,10000,6,0.5,0.7333333333333332,57.987495398521425,1
50,20,35000,4,0.5,0.5757575757575757,60.75886573791504,2
50,35,20000,6,0.5,0.709090909090909,62.744168758392334,2
45,45,30000,6,0.5,0.6969696969696969,66.05988166332244,3
55,30,45000,6,0.5,0.6969696969696969,76.273433303833,3
40,30,50000,10,0.5,0.5393939393939393,68.53733134269714,4
30,45,45000,10,0.5,0.309090909090909,66.90620579719544,4
50,35,40000,10,0.5,0.5636363636363636,76.15721991062165,4
