fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,Off,On,Off,On,Off,0.08394908905029297,1.726588249206543,515000,34.39125609397888,2152160,10605,40.3496778011322,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,Off,Off,On,On,On,Off,On,On,Off,Off,Off,Off,Off,On,0.08498859405517578,1.502397060394287,521896,34.081214904785156,2152160,10605,38.282623052597046,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,On,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,0.09929728507995605,1.4356234073638916,521896,34.09316420555115,2152160,10605,38.16980242729187,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,On,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,On,0.09847855567932129,1.4840776920318604,515000,34.07615661621094,2152160,10605,38.257874965667725,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,On,Off,On,0.1148366928100586,1.5127475261688232,513704,34.07863759994507,2152160,10605,38.355897665023804,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,On,On,On,On,Off,On,On,Off,On,Off,On,On,Off,Off,0.09754776954650879,1.4858481884002686,515192,34.05629920959473,2152160,10605,38.2243115901947,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,Off,On,On,On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,0.08884954452514648,1.478712558746338,513896,34.069037437438965,2152160,10605,38.18327879905701,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,On,0.09166121482849121,1.5358335971832275,521896,34.13201713562012,2152160,10605,38.4605348110199,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,Off,Off,0.09653902053833008,1.5101244449615479,515000,34.05563521385193,2152160,10605,38.18196392059326,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,Off,On,On,Off,Off,On,Off,Off,On,On,Off,Off,On,Off,0.08915519714355469,1.5268993377685547,513896,34.18872666358948,2152160,10605,38.33031988143921,"[10, 50, 6, 4, 50]"
