inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,10,1,2,15,0.34545454545454546,2.805923843383789,0
60,15,3,4,15,0.6969696969696969,4.007214093208313,0
50,35,1,4,25,0.5757575757575757,3.130036497116089,0
90,10,3,3,10,0.406060606060606,3.045711040496826,0
50,35,1,3,20,0.17575757575757575,2.870038604736328,1
90,5,3,2,15,0.04242424242424241,2.8405337572097777,1
70,15,2,3,35,0.34545454545454546,3.930695080757141,1
80,10,1,1,35,0.01818181818181818,2.8743184089660643,2
50,20,2,4,35,0.13939393939393938,4.7383547067642215,2
60,10,3,2,5,-1,73.65197412967682,3
