ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,On,Off,On,On,On,On,Off,On,On,On,Off,On,On,On,Off,On,On,Off,0.10706233978271484,0.32236552238464355,110056,0.40508031845092773,140021,719,3.6327154636383057,"[80, 35, 2, 2, 15]"
Off,On,Off,On,Off,On,On,Off,On,On,Off,Off,Off,On,On,On,Off,Off,Off,Off,0.1022648811340332,0.2447528839111328,110056,0.29850149154663086,140021,719,3.109013080596924,"[80, 35, 2, 2, 15]"
Off,On,Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,0.09132146835327148,0.25432348251342773,112728,0.32255005836486816,140021,719,3.198366403579712,"[80, 35, 2, 2, 15]"
Off,On,Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,0.10960006713867188,5.5502588748931885,1255640,34.90245866775513,2152160,10605,42.96979784965515,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,On,On,On,Off,Off,Off,0.08577537536621094,0.23815393447875977,110056,0.30054354667663574,140021,719,3.0164401531219482,"[80, 35, 2, 2, 15]"
Off,Off,On,Off,Off,On,Off,On,On,Off,On,On,On,On,Off,On,Off,On,On,Off,0.09199261665344238,0.2609574794769287,108632,0.2995181083679199,140021,719,3.150925874710083,"[80, 35, 2, 2, 15]"
On,Off,On,On,Off,On,On,On,On,Off,Off,On,On,On,On,On,On,Off,Off,On,0.10754585266113281,0.26076745986938477,110056,0.3011186122894287,140021,719,3.2039918899536133,"[80, 35, 2, 2, 15]"
On,On,On,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,On,On,On,Off,Off,Off,0.09728097915649414,5.521703243255615,1248872,34.85352277755737,2152160,10605,43.0991325378418,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,On,On,On,On,Off,Off,On,Off,On,Off,Off,On,On,Off,0.09249758720397949,0.24364304542541504,114152,0.3073713779449463,140021,719,3.096466541290283,"[80, 35, 2, 2, 15]"
Off,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,Off,On,Off,On,On,On,On,0.09173727035522461,0.25453972816467285,112728,0.3096592426300049,140021,719,3.096930980682373,"[80, 35, 2, 2, 15]"
On,On,On,On,Off,Off,Off,On,On,On,On,Off,Off,On,On,On,Off,On,On,On,0.09205389022827148,0.25841689109802246,110056,0.29023313522338867,140021,719,3.143354892730713,"[80, 35, 2, 2, 15]"
Off,Off,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,0.10301661491394043,0.24976134300231934,110056,0.3074173927307129,140021,719,3.1043152809143066,"[80, 35, 2, 2, 15]"
On,On,On,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,On,On,Off,On,Off,0.08196330070495605,0.2564198970794678,110056,0.32079029083251953,140021,719,3.1693098545074463,"[80, 35, 2, 2, 15]"
Off,On,On,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,Off,On,On,Off,On,0.0941169261932373,0.24107742309570312,112728,0.3030979633331299,140021,719,3.0995311737060547,"[80, 35, 2, 2, 15]"
Off,Off,Off,Off,Off,On,On,Off,On,On,On,On,On,Off,Off,On,Off,On,Off,On,0.07982969284057617,0.23642873764038086,110056,0.30300164222717285,140021,719,3.081226110458374,"[80, 35, 2, 2, 15]"
Off,Off,Off,Off,Off,On,On,Off,On,On,On,On,On,Off,Off,On,Off,On,Off,On,0.08302187919616699,5.535576343536377,1248872,34.735028982162476,2152160,10605,42.91200399398804,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,On,On,On,Off,Off,On,Off,Off,On,On,Off,On,Off,On,Off,0.08968234062194824,0.25837016105651855,114152,0.30921387672424316,140021,719,3.108839511871338,"[80, 35, 2, 2, 15]"
On,Off,Off,On,On,Off,Off,On,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,0.09116053581237793,0.2515089511871338,114152,0.3084604740142822,140021,719,3.1469051837921143,"[80, 35, 2, 2, 15]"
On,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,0.0839087963104248,0.26218295097351074,114152,0.2864687442779541,140021,719,3.1612491607666016,"[80, 35, 2, 2, 15]"
