ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,Off,Off,Off,On,On,On,Off,Off,On,On,On,Off,On,Off,On,Off,Off,On,0.09454774856567383,5.713390827178955,1252968,34.89301252365112,2152160,10605,44.4592764377594,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,On,Off,On,On,Off,On,Off,Off,On,On,Off,Off,Off,On,0.09980559349060059,5.501088857650757,1248872,34.57276248931885,2152160,10605,42.568337202072144,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,Off,On,On,Off,Off,Off,On,On,On,On,Off,On,On,On,Off,0.0866844654083252,5.553833961486816,1252968,34.76395654678345,2152160,10605,42.945979833602905,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,On,On,Off,Off,Off,On,On,On,On,On,On,Off,Off,On,Off,0.08265113830566406,5.475749731063843,1248872,34.62287449836731,2152160,10605,42.69732928276062,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,Off,On,On,On,Off,Off,On,On,On,Off,On,On,On,On,On,0.09442996978759766,5.487324476242065,1248872,34.65541386604309,2152160,10605,42.80982685089111,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,On,0.08878159523010254,5.555231332778931,1251544,34.58438515663147,2152160,10605,42.731221199035645,"[10, 50, 6, 4, 50]"
On,On,On,On,On,Off,Off,On,Off,On,Off,On,Off,Off,Off,On,Off,Off,On,On,0.09684133529663086,5.487090110778809,1248872,34.72584867477417,2152160,10605,42.82331371307373,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,On,On,On,Off,On,On,On,Off,On,On,On,Off,On,Off,Off,0.09158182144165039,5.50061559677124,1248872,34.76305055618286,2152160,10605,42.77248573303223,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,On,Off,On,Off,On,Off,Off,On,On,Off,On,Off,Off,On,0.09382200241088867,5.556894540786743,1252968,34.752840995788574,2152160,10605,42.83571934700012,"[10, 50, 6, 4, 50]"
On,On,On,On,On,Off,On,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,On,0.08765387535095215,5.515483140945435,1252968,34.626158475875854,2152160,10605,42.76103711128235,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,Off,On,0.10107755661010742,5.4924046993255615,1251544,34.741273403167725,2152160,10605,42.869064807891846,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,Off,Off,Off,On,Off,On,On,Off,On,On,Off,On,On,On,On,0.09854555130004883,5.491864919662476,1252968,34.7823212146759,2152160,10605,42.869380712509155,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,On,On,Off,On,Off,Off,0.08699750900268555,5.539736986160278,1251544,34.72379732131958,2152160,10605,43.0182044506073,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,On,0.09387373924255371,5.55559515953064,1255640,34.815200328826904,2152160,10605,42.915828466415405,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,Off,0.08293676376342773,5.552462816238403,1248872,34.53113102912903,2152160,10605,42.64633560180664,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,On,On,Off,On,Off,On,Off,Off,On,On,On,On,Off,On,0.08940911293029785,5.513364553451538,1248872,34.592686891555786,2152160,10605,42.846349477767944,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,On,Off,On,On,On,On,On,On,Off,On,On,On,Off,Off,0.09276318550109863,5.484490871429443,1248872,34.6044979095459,2152160,10605,42.61623167991638,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,On,On,0.09688615798950195,5.487841844558716,1248872,34.584357023239136,2152160,10605,42.5865375995636,"[10, 50, 6, 4, 50]"
