inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,35,2,4,35,0.5030303030303029,3.54863178730011,0
70,10,1,4,5,0.16363636363636364,2.8212360382080077,0
70,15,3,1,15,0.38181818181818183,2.841323709487915,0
70,10,1,4,35,0.6727272727272726,4.773452663421631,0
60,10,3,2,25,0.5030303030303029,3.9591832876205446,0
60,10,1,1,10,-0.41818181818181815,2.8045662879943847,0
70,15,3,1,25,0.4545454545454545,3.041879749298096,0
70,5,2,2,5,0.34545454545454546,2.8228018522262572,0
60,5,1,3,10,-0.06666666666666665,2.825186014175415,1
70,25,1,3,15,0.33333333333333326,3.020609712600708,1
