inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,35,2,4,35,0.5030303030303029,3.54863178730011,0
70,10,1,4,5,0.16363636363636364,2.8212360382080077,0
60,5,1,3,10,-0.06666666666666665,2.825186014175415,1
70,15,3,1,35,-0.06666666666666665,3.542504382133484,1
60,25,2,3,25,0.01818181818181818,5.053170657157898,1
90,5,2,2,10,-0.3696969696969697,2.854141664505005,2
70,15,2,1,10,-0.4787878787878787,2.8831246137619018,3
90,5,3,2,10,-0.3939393939393939,2.9232698678970337,3
50,5,2,2,10,-0.5272727272727272,2.8802613973617555,3
90,20,1,4,15,-0.38181818181818183,2.9597050189971923,3
