inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,35,2,4,35,0.5030303030303029,3.54863178730011,0
70,10,1,4,5,0.16363636363636364,2.8212360382080077,0
70,15,3,1,15,0.38181818181818183,2.841323709487915,0
70,10,1,4,35,0.6727272727272726,4.773452663421631,0
60,10,3,2,25,0.5030303030303029,3.9591832876205446,0
60,5,1,3,10,-0.06666666666666665,2.825186014175415,1
60,25,1,3,10,0.05454545454545454,2.836063551902771,1
60,5,3,1,10,0.2727272727272727,2.8675293922424316,1
70,15,3,1,10,-0.309090909090909,2.8398482322692873,2
90,5,2,2,20,0.2121212121212121,2.914393496513367,2
