fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,Off,On,Off,On,Off,0.08942532539367676,1.679215669631958,515000,34.431161642074585,2152160,10605,40.148460149765015,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,Off,Off,On,On,On,Off,On,On,Off,Off,Off,Off,Off,On,0.08971214294433594,1.5156726837158203,521896,34.05328989028931,2152160,10605,38.28940033912659,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,On,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,0.09342122077941895,1.464414358139038,521896,34.122987508773804,2152160,10605,38.35545468330383,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,On,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,On,0.09680509567260742,1.4583141803741455,515000,34.10802149772644,2152160,10605,38.23426079750061,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,On,Off,On,0.0934298038482666,1.517449140548706,513704,33.99394249916077,2152160,10605,38.15685844421387,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,On,On,On,On,Off,On,On,Off,On,Off,On,On,Off,Off,0.08466887474060059,1.4761755466461182,515192,34.01661801338196,2152160,10605,38.223154067993164,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,Off,On,On,On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,0.09987926483154297,1.4905295372009277,513896,34.074361085891724,2152160,10605,38.24341106414795,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,On,0.08744978904724121,1.464559555053711,521896,34.12547707557678,2152160,10605,38.24180793762207,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,On,On,Off,Off,0.08854269981384277,1.4149606227874756,515000,34.089049100875854,2152160,10605,38.09980630874634,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,Off,On,On,Off,Off,On,Off,Off,On,On,Off,Off,On,Off,0.09282064437866211,1.4986157417297363,513896,34.074711322784424,2152160,10605,38.13090395927429,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,On,On,On,Off,On,On,Off,On,Off,On,Off,On,On,On,On,0.08768534660339355,1.5306651592254639,523384,34.10684275627136,2152160,10605,38.21365308761597,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,Off,On,On,On,On,On,On,On,Off,On,Off,On,Off,Off,On,0.09901714324951172,1.5504467487335205,515192,34.07870316505432,2152160,10605,38.318183183670044,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,On,On,On,On,Off,On,On,On,Off,Off,Off,Off,On,On,On,0.11156749725341797,1.4886488914489746,513896,34.093037366867065,2152160,10605,38.19882798194885,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,Off,Off,On,On,On,Off,On,On,On,On,On,On,On,Off,0.09718203544616699,1.4893031120300293,523192,34.16100454330444,2152160,10605,38.24688982963562,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,On,Off,On,On,On,On,On,Off,On,Off,On,On,On,Off,0.10933709144592285,1.4436085224151611,515000,34.08830952644348,2152160,10605,38.117966651916504,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,On,Off,On,Off,Off,Off,On,On,On,On,On,On,On,Off,Off,0.09231066703796387,1.52333664894104,523384,34.112990856170654,2152160,10605,38.23520755767822,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,On,Off,On,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,0.08933854103088379,1.5267224311828613,513896,34.07869791984558,2152160,10605,38.295682191848755,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,Off,On,Off,Off,Off,On,On,Off,On,Off,On,On,Off,On,0.09491825103759766,1.548635721206665,523384,34.121025800704956,2152160,10605,38.379939556121826,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,On,On,Off,On,On,Off,On,On,Off,On,On,On,On,On,Off,0.09853029251098633,1.5154027938842773,523192,34.08325457572937,2152160,10605,38.27990460395813,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,On,On,On,Off,On,On,Off,Off,Off,On,Off,On,On,On,Off,0.08854174613952637,1.4823055267333984,515192,34.24188160896301,2152160,10605,38.37577676773071,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,On,On,On,On,Off,On,Off,Off,On,Off,On,Off,Off,Off,0.09067177772521973,1.4608721733093262,523384,34.16218900680542,2152160,10605,38.209964990615845,"[10, 50, 6, 4, 50]"
