innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
250,254618575,263,677339842,62173891,396336186,101502,891034036,2,1,13466519027,1674,725221115,68,39866762,noblob,7165,43871945,49,864233,358.62,56.401642084121704,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
958,376104682,590,159940040,61236230,67645018,122834,139895187,0,10,15096269457,19599,3240864757,102,73274831,minimal,7990,113540847,87,349752,346.18,55.01446175575256,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
51,294682404,482,1072454639,97702,824580514,1750,1000736989,0,23,13831080206,2808,1683413717,25,73449589,noblob,2946,122204906,24,819067,330.96,54.63148093223572,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
250,254618575,263,677339842,62173891,88749338,81074,563776913,1,1,13466519027,1674,112108631,68,39866762,full,4803,33545950,49,172629,328.61,56.1960346698761,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
250,668578098,263,968205755,64415333,485439113,41097,125260287,1,1,13466519027,15410,3581275932,68,39866762,noblob,6307,3983644,49,172629,328.06,57.183210134506226,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
146,254618575,263,898533907,62173891,88749338,106272,159110561,1,54,13466519027,1674,112108631,69,92366643,full,4803,33545950,42,109069,324.59,56.52158975601196,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
961,436594619,482,1072454639,45331986,824580514,48384,583294339,0,23,13831080206,2808,1683413717,99,77121137,noblob,1149,133841925,28,29354,323.32,57.42260408401489,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
108,459232521,196,77300784,17730096,1039138489,95180,430844091,1,30,13449952539,22876,1909580554,94,46775750,noblob,8577,33073677,14,763018,322.86,60.2426176071167,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
958,131503317,590,159940040,61236230,67645018,122834,455168363,0,88,15096269457,15580,2931796720,102,73274831,minimal,7990,24426910,10,942475,321.14,56.6741783618927,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
958,376104682,590,143452118,118066656,67645018,122834,139895187,0,10,13067705107,19599,432826891,102,42621850,minimal,7990,113540847,87,520975,317.39,55.256181955337524,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
547,1033122087,648,510205317,86796237,701517642,97139,191262862,0,0,12137850466,10280,797740610,87,128786970,noblob,10204,96740887,54,380954,314.68,59.66164946556091,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
490,237926201,831,947599986,133827561,751112878,3799,94258929,2,81,13570198548,25393,2247621744,88,27609813,minimal,7890,54035283,29,186067,312.36,54.66689586639404,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
618,787140997,898,300666057,53859034,396336186,101502,891034036,2,68,11025095168,10322,725221115,34,35443909,noblob,7165,43871945,7,864233,309.15,59.659791469573975,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
250,503005135,1018,677339842,80969212,20995065,81074,563776913,2,1,11250770397,24687,1330148664,68,39866762,full,3488,85722240,49,172629,304.41,56.23924279212952,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
378,131503317,1372,468919491,28483264,666966916,29228,455168363,0,85,12016668702,15580,2931796720,18,125590126,noblob,4727,3522713,10,942475,303.33,58.99709391593933,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
490,75175754,831,947599986,133827561,751112878,3799,94258929,2,81,13570198548,25393,2247621744,88,27609813,minimal,7890,54035283,29,186067,302.36,56.98302745819092,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
490,237926201,831,947599986,133827561,751112878,3799,94258929,2,32,13570198548,25393,2247621744,88,27609813,full,7890,54035283,29,186067,300.83,55.0057590007782,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
477,476074302,2042,735362721,102874839,847648328,67286,271326897,0,0,13260311704,4257,3535155973,76,126071057,noblob,3732,78945828,97,142201,299.15,55.039674043655396,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
572,120446632,1372,468919491,130660683,430101799,29228,455168363,0,11,10359887610,15580,2931796720,18,125590126,noblob,565,46908755,10,705766,298.75,63.645748138427734,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
138,668578098,1254,968205755,64415333,485439113,41097,125260287,2,32,14471246715,15410,3581275932,40,24231179,noblob,6307,3983644,68,911199,298.08,54.56421089172363,"[30, 45, 30000, 6, 0.5]",0.8666666666666665
