ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,On,On,On,On,On,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,On,Off,On,0.09414935111999512,0.46129298210144043,240512,2.32775616645813,356663,1676,5.596019744873047,"[10, 50, 6, 4, 5]"
On,On,On,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,Off,Off,On,On,0.09992361068725586,0.38693833351135254,237848,2.2399063110351562,356663,1676,5.216567277908325,"[10, 50, 6, 4, 5]"
On,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,Off,On,Off,On,Off,0.09940695762634277,0.4109792709350586,241944,2.250955104827881,356663,1676,5.211503744125366,"[10, 50, 6, 4, 5]"
On,On,Off,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,On,Off,Off,On,Off,0.08726143836975098,0.3921358585357666,237848,2.235360860824585,356663,1676,5.076758146286011,"[10, 50, 6, 4, 5]"
Off,Off,Off,On,On,On,Off,Off,On,Off,On,Off,On,On,On,On,On,On,On,On,0.10054636001586914,0.4036293029785156,236416,2.2392709255218506,356663,1676,5.223058700561523,"[10, 50, 6, 4, 5]"
On,Off,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,Off,Off,On,0.08939933776855469,0.4172177314758301,237848,2.2353880405426025,356663,1676,5.284207344055176,"[10, 50, 6, 4, 5]"
Off,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,On,Off,Off,0.09347057342529297,0.41745519638061523,240512,2.2374038696289062,356663,1676,5.148518800735474,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,Off,Off,On,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,0.09556245803833008,0.3993802070617676,241944,2.235825538635254,356663,1676,5.1464197635650635,"[10, 50, 6, 4, 5]"
On,On,Off,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,On,Off,Off,On,Off,0.07948923110961914,1.4667718410491943,465288,4.278872013092041,828309,4503,8.348697423934937,"[10, 50, 6, 4, 10]"
On,Off,On,On,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,Off,Off,On,0.10425496101379395,1.434385061264038,465288,4.249136924743652,828309,4503,8.259996891021729,"[10, 50, 6, 4, 10]"
Off,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,On,Off,Off,0.09036993980407715,1.4214990139007568,472056,4.257924318313599,828309,4503,8.189490556716919,"[10, 50, 6, 4, 10]"
Off,On,On,On,On,On,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,On,Off,On,0.08400654792785645,1.4435067176818848,472056,4.257483959197998,828309,4503,8.316630601882935,"[10, 50, 6, 4, 10]"
On,On,Off,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,On,Off,Off,On,Off,0.09277582168579102,1.5034511089324951,496248,7.19082236289978,866233,4708,11.244560241699219,"[10, 50, 6, 4, 25]"
Off,On,On,On,On,On,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,On,Off,On,0.10168266296386719,1.5015699863433838,503000,7.141454458236694,866233,4708,11.22802996635437,"[10, 50, 6, 4, 25]"
On,On,Off,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,On,Off,Off,On,Off,0.1109614372253418,5.487345218658447,1248872,34.784282207489014,2152160,10605,42.84694814682007,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,On,On,Off,0.10079288482666016,1.439441442489624,469384,4.273707389831543,828309,4503,8.178161859512329,"[10, 50, 6, 4, 10]"
Off,On,On,On,On,On,Off,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,On,0.08606696128845215,1.4562532901763916,472056,4.25017237663269,828309,4503,8.172624826431274,"[10, 50, 6, 4, 10]"
On,On,On,Off,On,On,Off,Off,Off,On,On,On,On,On,Off,On,Off,Off,Off,On,0.0787053108215332,1.4570233821868896,465288,4.242572784423828,828309,4503,8.303425312042236,"[10, 50, 6, 4, 10]"
Off,Off,Off,Off,Off,Off,On,On,On,Off,On,Off,On,Off,Off,On,Off,On,On,Off,0.08748149871826172,1.4375054836273193,465288,4.248175144195557,828309,4503,8.268071413040161,"[10, 50, 6, 4, 10]"
Off,Off,Off,On,Off,On,On,Off,Off,On,On,On,On,On,On,On,On,Off,Off,On,0.08277463912963867,1.4521851539611816,465288,4.245365142822266,828309,4503,8.278187274932861,"[10, 50, 6, 4, 10]"
On,Off,On,Off,On,Off,On,On,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,Off,0.10016274452209473,1.445063591003418,469384,4.238068103790283,828309,4503,8.262629508972168,"[10, 50, 6, 4, 10]"
On,On,On,Off,On,On,Off,Off,Off,On,On,On,On,On,Off,On,Off,Off,Off,On,0.09192800521850586,1.521754264831543,496248,7.184772968292236,866233,4708,11.287474393844604,"[10, 50, 6, 4, 25]"
Off,Off,Off,On,Off,On,On,Off,Off,On,On,On,On,On,On,On,On,Off,Off,On,0.09670233726501465,1.5028622150421143,496248,7.151293754577637,866233,4708,11.228890180587769,"[10, 50, 6, 4, 25]"
Off,On,On,On,On,On,Off,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,On,0.0897223949432373,1.5261659622192383,503000,7.160477876663208,866233,4708,11.237402439117432,"[10, 50, 6, 4, 25]"
Off,On,On,On,On,On,Off,On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,On,0.08865857124328613,5.499123573303223,1255640,35.39645433425903,2152160,10605,43.46819877624512,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,On,On,Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,Off,0.08877944946289062,1.524803876876831,504440,7.179565906524658,866233,4708,11.352390766143799,"[10, 50, 6, 4, 25]"
On,On,Off,Off,On,On,On,On,Off,Off,Off,On,Off,Off,On,On,On,Off,On,On,0.09951186180114746,1.4975106716156006,496248,7.158909320831299,866233,4708,11.259642839431763,"[10, 50, 6, 4, 25]"
On,Off,On,Off,On,Off,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,0.08952188491821289,1.517216444015503,496248,7.152580261230469,866233,4708,11.284626722335815,"[10, 50, 6, 4, 25]"
Off,Off,On,On,Off,Off,Off,Off,On,On,On,On,On,On,On,Off,Off,Off,On,Off,0.08986759185791016,1.4945952892303467,503000,7.165198802947998,866233,4708,11.212683916091919,"[10, 50, 6, 4, 25]"
Off,On,Off,On,Off,On,On,Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,Off,0.08545827865600586,5.5621256828308105,1252968,34.66181540489197,2152160,10605,42.81565189361572,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,0.09080958366394043,5.509652137756348,1248872,34.6108980178833,2152160,10605,42.652289628982544,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,On,On,On,Off,On,On,0.10165691375732422,5.482501745223999,1248872,34.769733905792236,2152160,10605,42.81687378883362,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,On,Off,On,On,On,On,On,On,Off,Off,On,On,Off,On,0.10382699966430664,5.497250318527222,1252968,34.73285412788391,2152160,10605,42.893417835235596,"[10, 50, 6, 4, 50]"
