time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.5515151515151515,38.46949737071991,0
30,30,25000,10,0.5,0.7333333333333332,49.842265892028806,0
50,40,10000,8,0.5,0.7818181818181817,57.55849373340607,0
35,35,25000,4,0.5,0.6848484848484848,45.742930340766904,0
40,30,30000,10,0.5,0.9030303030303028,62.32972853183746,0
45,35,10000,4,0.5,0.6727272727272726,49.379469990730286,1
55,35,40000,8,0.5,0.8545454545454544,81.38102059364319,1
45,45,25000,10,0.5,0.7212121212121211,70.37537848949432,1
40,40,40000,4,0.5,0.6606060606060605,59.63239989280701,2
35,25,50000,10,0.5,0.6242424242424242,66.38431944847108,3
