time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,30,30000,10,0.5,0.9030303030303028,62.32972853183746,0
45,35,10000,10,0.5,0.8060606060606059,53.0447060585022,0
35,40,10000,10,0.5,0.8024353176576852,45.47528603076935,0
30,40,30000,8,0.5,0.8909090909090909,55.00860776901245,0
30,25,10000,10,0.5,0.7696969696969697,36.96401133537292,0
30,30,10000,6,0.5,0.6606060606060605,36.14952645301819,0
35,20,10000,4,0.5,0.6484848484848483,38.056377387046815,1
40,40,30000,10,0.5,0.8909090909090909,69.27672681808471,1
30,40,15000,10,0.5,0.7696969696969697,45.49731364250183,1
55,40,10000,8,0.5,0.8181818181818182,61.71309127807617,1
