time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.5515151515151515,38.46949737071991,0
40,30,30000,10,0.5,0.9030303030303028,62.32972853183746,0
45,35,10000,10,0.5,0.8060606060606059,53.0447060585022,0
55,40,10000,8,0.5,0.8181818181818182,61.71309127807617,0
40,30,25000,8,0.5,0.8060606060606059,55.288604617118835,0
35,40,10000,10,0.5,0.8024353176576852,45.47528603076935,0
30,30,25000,6,0.5,0.5030303030303029,42.575911450386045,1
40,40,30000,10,0.5,0.8909090909090909,69.27672681808471,1
50,40,10000,8,0.5,0.7818181818181817,57.55849373340607,1
35,35,25000,4,0.5,0.6848484848484848,45.742930340766904,1
