time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
50,30,10000,6,0.5,0.8787878787878788,57.8267306804657,0
50,20,35000,4,0.5,0.8787878787878788,60.71302020549774,0
40,25,40000,4,0.5,0.5272727272727272,53.87473294734955,0
30,20,20000,10,0.5,0.07878787878787878,40.33516697883606,0
50,35,20000,6,0.5,0.8545454545454544,62.795822739601135,1
45,45,30000,6,0.5,0.709090909090909,65.96319742202759,2
30,45,45000,10,0.5,0.6484848484848483,68.03781447410583,3
40,30,50000,10,0.5,0.2727272727272727,68.79178903102874,4
55,30,45000,6,0.5,0.5878787878787878,76.54054503440857,4
50,35,40000,10,0.5,0.13939393939393938,76.18820929527283,5
