time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
50,30,10000,6,0.9,0.9272727272727272,57.616015672683716,0
30,25,10000,4,0.9,0.8424242424242423,36.43583340644837,0
50,30,10000,6,0.5,0.8787878787878788,57.8267306804657,1
50,20,35000,4,0.5,0.8787878787878788,60.71302020549774,1
40,30,35000,4,0.6,0.7454545454545454,54.17233326435089,1
40,25,40000,6,0.5,0.7939393939393938,56.63724241256714,1
40,20,20000,6,0.9,0.7212121212121211,48.84383838176727,1
30,35,20000,10,0.9,0.4545454545454545,45.423141384124754,1
30,20,15000,10,0.5,0.10303030303030303,39.13854205608368,1
40,20,10000,4,0.5,0.5636363636363636,46.19220290184021,1
