threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,45,40,True,0.709090909090909,40.119756841659544,0
8,50,10,True,0.6606060606060605,10.05925636291504,0
8,25,10,True,0.4545454545454545,10.05387876033783,0
1,10,50,True,0.6606060606060605,50.08674173355102,1
8,35,10,True,0.29696969696969694,10.05480637550354,1
8,50,35,True,0.33333333333333326,35.110426568984984,1
8,35,40,True,0.3696969696969697,40.112720537185666,1
8,35,10,False,0.12727272727272726,10.055907082557678,2
8,35,50,True,0.5878787878787878,50.124976348876956,2
4,50,45,True,0.34545454545454546,45.12505474090576,2
