maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,evaluated_time,fidelity_setting,corr
9336,901,13105,27983,27783,255,23,false,4303,true,178419,43651,6205,true,8222,58848,24880,411,597000,7,931.44,10.063946008682251,"[8, 50, 10, True]",0.6606060606060605
8520,66,57260,1562,15993,406,273,true,45275,true,178419,2381,78636,false,40816,52351,2970,790,462362,5,907.21,10.054939985275269,"[8, 50, 10, True]",0.6606060606060605
8520,180,32758,27983,9371,65,273,true,45275,false,178419,28803,6205,false,21920,52351,13228,790,462362,7,897.49,10.05819582939148,"[8, 50, 10, True]",0.6606060606060605
11681,66,57260,1562,15993,406,451,true,7739,true,570003,2381,78636,false,40816,44330,2970,682,152322,5,889.88,10.06052279472351,"[8, 50, 10, True]",0.6606060606060605
11681,557,20366,44181,9371,178,273,false,34583,false,542213,28803,78636,false,12264,14843,13228,66,462362,7,885.87,10.057193994522095,"[8, 50, 10, True]",0.6606060606060605
9336,180,15420,27983,27783,255,430,true,45275,true,178419,43651,6205,false,21920,52351,23439,790,597000,4,883.68,10.065568685531616,"[8, 50, 10, True]",0.6606060606060605
11681,95,20366,44181,9371,178,273,true,34583,true,542213,28803,78636,false,12264,28437,13228,66,462362,7,882.87,10.063003301620483,"[8, 50, 10, True]",0.6606060606060605
8520,180,32758,27983,15648,65,273,true,45275,false,178419,43651,6205,false,21920,52351,13228,790,462362,7,880.68,10.05514931678772,"[8, 50, 10, True]",0.6606060606060605
8520,264,51933,1562,15648,406,273,false,21613,false,570003,46813,30798,false,12264,14843,2970,682,152322,7,877.33,10.059798002243042,"[8, 50, 10, True]",0.6606060606060605
9336,180,13105,27983,15648,255,23,false,45275,false,178419,43651,6205,true,21920,52351,13228,790,462362,7,876.52,10.063921689987183,"[8, 50, 10, True]",0.6606060606060605
10014,66,57260,1562,15993,406,291,false,17440,true,570003,46813,24640,false,40816,44330,2970,682,152322,5,871.88,10.057518005371094,"[8, 50, 10, True]",0.6606060606060605
11439,234,21568,45743,54356,378,250,true,25946,true,376517,33401,49226,true,25684,33706,11749,710,126930,6,871.19,10.060797214508057,"[8, 50, 10, True]",0.6606060606060605
11681,65,20366,44181,9371,342,105,true,7739,false,542213,43651,78636,false,21920,52351,65477,790,462362,3,866.71,10.05998182296753,"[8, 50, 10, True]",0.6606060606060605
11681,181,57260,45743,9371,178,105,false,7739,true,570003,658,49226,true,23641,52388,65477,682,126930,6,860.64,10.060105562210083,"[8, 50, 10, True]",0.6606060606060605
9336,180,20366,5171,57761,255,105,true,7569,true,178419,658,78636,false,55107,52351,65477,790,597000,4,856.12,10.060534000396729,"[8, 50, 10, True]",0.6606060606060605
3429,531,39082,48863,15648,102,204,true,21613,false,375670,28008,47266,false,21411,14843,3501,955,32629,7,853.92,10.067192077636719,"[8, 50, 10, True]",0.6606060606060605
8520,531,51933,36289,15648,342,273,true,21613,false,323393,28803,30798,true,12264,14843,13228,955,462362,7,852.6,10.050428628921509,"[8, 50, 10, True]",0.6606060606060605
11681,557,20366,44181,9371,178,273,true,34583,true,542213,28803,78636,false,12264,14843,13228,66,462362,7,848.79,10.064809799194336,"[8, 50, 10, True]",0.6606060606060605
13377,66,57260,1562,15993,406,189,true,7739,true,570003,2381,78636,false,40816,44330,2970,682,152322,5,847.0,10.056068420410156,"[8, 50, 10, True]",0.6606060606060605
11681,66,57260,44181,15993,406,105,true,7739,true,570003,658,78636,false,40816,44330,2970,682,152322,3,845.03,10.060445547103882,"[8, 50, 10, True]",0.6606060606060605
