inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,25,1,1,10,0.43030303030303024,2.8359646081924437,0
50,15,2,1,5,0.43030303030303024,2.8619692802429197,0
60,20,1,3,5,-0.2121212121212121,2.8560413122177124,1
70,10,2,4,35,0.13939393939393938,4.353532338142395,1
80,35,3,1,5,0.04242424242424241,2.865943455696106,1
80,35,1,3,20,0.01818181818181818,2.9411288261413575,2
80,35,1,3,15,-0.13939393939393938,2.971923828125,3
80,20,2,2,15,-0.13939393939393938,2.99973349571228,3
50,5,3,4,35,-0.4424242424242424,5.354330921173096,4
70,25,3,1,15,-1,73.78771374225616,5
