fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
On,Off,On,On,Off,On,On,On,Off,On,On,On,On,On,Off,On,On,Off,On,On,0.0653693675994873,2.797034502029419,"[50, 15, 1, 1, 5]",0.8424242424242423
On,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,On,0.06629037857055664,2.855989694595337,"[50, 15, 1, 1, 5]",0.8424242424242423
On,On,On,On,On,On,On,On,On,On,On,On,On,On,Off,On,On,Off,On,Off,0.06709766387939453,2.858656406402588,"[50, 15, 1, 1, 5]",0.8424242424242423
On,Off,On,On,Off,On,On,On,On,On,On,Off,Off,On,Off,Off,Off,Off,On,On,0.06746411323547363,2.7402234077453613,"[50, 15, 1, 1, 5]",0.8424242424242423
On,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,On,On,Off,On,On,On,0.0678102970123291,2.7472825050354004,"[50, 15, 1, 1, 5]",0.8424242424242423
On,On,On,On,On,On,On,On,On,On,On,On,On,Off,Off,On,Off,Off,On,Off,0.06837272644042969,2.794281005859375,"[50, 15, 1, 1, 5]",0.8424242424242423
On,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,Off,Off,On,On,0.06869888305664062,2.8407034873962402,"[50, 15, 1, 1, 5]",0.8424242424242423
Off,Off,On,On,On,On,On,On,On,Off,On,Off,On,Off,Off,Off,On,Off,On,Off,0.06917524337768555,2.823953628540039,"[50, 15, 1, 1, 5]",0.8424242424242423
On,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,On,On,Off,On,Off,Off,0.06953597068786621,2.764702558517456,"[50, 15, 1, 1, 5]",0.8424242424242423
On,On,On,On,On,Off,On,On,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,On,0.06966733932495117,2.7736871242523193,"[50, 15, 1, 1, 5]",0.8424242424242423
On,Off,On,On,On,Off,Off,On,Off,On,Off,Off,On,On,On,On,Off,On,On,On,0.07039427757263184,2.828866958618164,"[50, 15, 1, 1, 5]",0.8424242424242423
On,On,On,On,On,On,On,On,On,On,On,Off,On,Off,Off,Off,On,Off,On,Off,0.07099342346191406,2.7674267292022705,"[50, 15, 1, 1, 5]",0.8424242424242423
On,Off,On,On,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,On,Off,On,On,Off,0.07108116149902344,2.861363649368286,"[50, 15, 1, 1, 5]",0.8424242424242423
Off,On,On,On,Off,Off,On,On,Off,On,Off,Off,On,On,On,On,On,On,Off,Off,0.07129716873168945,2.866790533065796,"[50, 15, 1, 1, 5]",0.8424242424242423
On,Off,On,On,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,On,Off,On,On,Off,0.07131648063659668,2.782576560974121,"[50, 15, 1, 1, 5]",0.8424242424242423
On,Off,On,On,Off,On,Off,On,On,Off,On,Off,On,On,Off,On,Off,Off,On,Off,0.07214498519897461,2.767324686050415,"[50, 15, 1, 1, 5]",0.8424242424242423
On,Off,On,On,Off,On,Off,On,On,On,Off,Off,On,On,On,Off,Off,Off,Off,On,0.07218432426452637,2.801828622817993,"[50, 15, 1, 1, 5]",0.8424242424242423
On,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,On,Off,Off,On,On,0.07238221168518066,2.828516721725464,"[50, 15, 1, 1, 5]",0.8424242424242423
Off,Off,On,On,On,On,On,On,On,On,On,Off,On,On,Off,Off,On,Off,On,Off,0.07249712944030762,2.82090163230896,"[50, 15, 1, 1, 5]",0.8424242424242423
Off,On,On,On,On,On,On,On,On,On,On,Off,On,Off,Off,Off,On,Off,On,Off,0.07255744934082031,2.8261358737945557,"[50, 15, 1, 1, 5]",0.8424242424242423
