time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,25,40000,4,0.5,0.7818181818181817,56.46591770648956,0
40,20,45000,4,0.5,0.6484848484848483,55.854142212867735,0
30,35,10000,6,0.9,0.6484848484848483,40.75599641799927,0
50,35,20000,6,0.7,0.7333333333333332,66.37689318656922,1
50,20,40000,4,0.5,0.6606060606060605,64.03866808414459,1
30,20,20000,10,0.5,0.4787878787878787,44.83632707595825,1
30,45,20000,8,0.5,0.5757575757575757,53.7193959236145,1
50,30,10000,6,0.5,0.5878787878787878,59.66202564239502,1
50,30,10000,10,0.5,0.6242424242424242,62.21718463897705,1
40,30,35000,6,0.6,0.5878787878787878,61.70707221031189,1
