threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,45,40,True,0.9393939393939393,40.12433207035065,0
8,35,10,True,0.8787878787878788,10.077932524681092,0
8,50,10,True,0.9030303030303028,10.080689907073975,0
8,30,45,True,0.9878787878787878,45.09972608089447,0
6,20,10,True,0.8666666666666665,10.067464995384217,0
8,25,35,True,0.9151515151515152,35.087516617774966,0
8,35,45,True,0.9999999999999999,45.112663698196414,0
8,40,40,True,0.9272727272727272,40.113870930671695,0
8,25,45,True,0.9757575757575757,45.0866562128067,0
8,40,10,True,0.7939393939393938,10.089080286026,1
