threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,50,True,0.9878787878787878,50.0978221654892,0
8,45,40,True,0.9393939393939393,40.12433207035065,0
8,35,10,True,0.8787878787878788,10.077932524681092,0
8,50,10,True,0.9030303030303028,10.080689907073975,0
8,30,45,True,0.9878787878787878,45.09972608089447,0
8,40,15,True,0.8424242424242423,15.079165029525758,1
8,40,50,True,0.9757575757575757,50.12003066539764,1
8,35,25,True,0.7818181818181817,25.123908638954163,2
8,25,55,True,0.8909090909090909,55.10123183727264,2
8,15,60,True,0.4787878787878787,60.07612769603729,3
