time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
45,45,30000,6,0.5,0.9272727272727272,73.34604165554046,0
50,30,10000,6,0.5,0.9272727272727272,59.75562632083893,0
30,20,20000,10,0.5,0.709090909090909,45.5902982711792,0
40,30,50000,10,0.5,0.8303030303030302,87.58728420734406,1
50,20,35000,4,0.5,0.7939393939393938,62.890385317802426,1
40,25,40000,4,0.5,0.7696969696969697,61.27668628692627,1
50,35,40000,10,0.5,0.8424242424242423,91.73143630027771,1
50,35,20000,6,0.5,0.7575757575757575,66.20536434650421,2
30,45,45000,10,0.5,0.7333333333333332,86.43830728530884,3
55,30,45000,6,0.5,0.6727272727272726,86.81335053443908,4
