time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.4545454545454545,42.70617835521698,0
30,30,25000,10,0.5,0.8181818181818182,56.529111933708194,0
35,35,25000,4,0.5,0.8060606060606059,50.342144632339476,0
55,35,40000,8,0.5,0.8145934285312865,91.06842668056488,1
40,40,40000,4,0.5,0.7939393939393938,66.0759047985077,1
50,40,10000,8,0.5,0.4545454545454545,63.75095374584198,1
45,35,10000,4,0.5,0.2121212121212121,54.34260416030884,1
45,45,25000,10,0.5,0.7818181818181817,78.74576499462128,2
35,25,50000,10,0.5,0.6727272727272726,74.28894329071045,2
40,30,30000,10,0.5,0.28484848484848485,70.40162215232849,2
