fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,On,Off,On,On,Off,On,On,Off,Off,On,On,On,On,Off,On,Off,On,0.09235191345214844,0.38175177574157715,144448,2.186934232711792,356663,1676,5.640578746795654,"[10, 50, 6, 4, 5]"
Off,On,On,On,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,On,On,Off,0.07272839546203613,0.28493809700012207,144520,2.093369960784912,356663,1676,5.016343355178833,"[10, 50, 6, 4, 5]"
On,Off,On,Off,On,Off,Off,Off,Off,On,On,On,Off,On,Off,Off,On,Off,Off,Off,0.0808413028717041,0.2743403911590576,141424,2.1202433109283447,356663,1676,5.035437107086182,"[10, 50, 6, 4, 5]"
On,On,Off,Off,Off,On,On,On,On,Off,On,Off,On,Off,Off,On,On,Off,On,On,0.10248088836669922,0.2646045684814453,141496,2.0938470363616943,356663,1676,5.081250429153442,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,0.08561086654663086,0.2764699459075928,145520,2.119173526763916,356663,1676,5.0084850788116455,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,Off,0.08689546585083008,0.25457072257995605,141496,2.102048873901367,356663,1676,5.003818035125732,"[10, 50, 6, 4, 5]"
On,On,On,Off,On,Off,On,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,0.08444762229919434,0.2681128978729248,141424,2.1290643215179443,356663,1676,5.037512540817261,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,On,Off,On,On,Off,Off,Off,0.08156180381774902,0.2669975757598877,141496,2.1183462142944336,356663,1676,4.9324424266815186,"[10, 50, 6, 4, 5]"
Off,On,On,On,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,On,On,Off,0.08771920204162598,0.7557294368743896,206008,4.146759510040283,828309,4503,7.470503568649292,"[10, 50, 6, 4, 10]"
On,Off,On,Off,On,Off,Off,Off,Off,On,On,On,Off,On,Off,Off,On,Off,Off,Off,0.08349251747131348,0.73030686378479,207208,4.123801946640015,828309,4503,7.421678781509399,"[10, 50, 6, 4, 10]"
