ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,evaluated_time,fidelity_setting,corr
Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,On,0.07061553001403809,3.2206718921661377,"[80, 35, 2, 2, 15]",0
On,Off,On,On,Off,Off,On,On,Off,On,Off,On,On,Off,Off,Off,Off,On,On,On,0.07358288764953613,2.9426519870758057,"[80, 35, 2, 2, 15]",0
Off,Off,Off,On,On,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,On,Off,On,On,0.07632017135620117,3.0828516483306885,"[80, 35, 2, 2, 15]",0
On,Off,On,Off,Off,Off,On,On,Off,On,Off,On,On,On,Off,Off,Off,Off,Off,Off,0.07644295692443848,3.095644235610962,"[80, 35, 2, 2, 15]",0
On,On,Off,On,On,Off,On,Off,Off,Off,On,On,On,Off,Off,Off,Off,Off,On,On,0.07654881477355957,3.209538698196411,"[80, 35, 2, 2, 15]",0
On,Off,On,On,On,Off,On,Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,0.07717657089233398,3.0577850341796875,"[80, 35, 2, 2, 15]",0
On,Off,On,Off,Off,On,On,On,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,Off,0.07800173759460449,3.132776975631714,"[80, 35, 2, 2, 15]",0
On,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,Off,Off,Off,Off,On,On,0.07840156555175781,3.1381285190582275,"[80, 35, 2, 2, 15]",0
Off,Off,On,On,On,On,Off,On,Off,On,Off,On,Off,On,On,On,Off,Off,Off,Off,0.07892274856567383,3.0277950763702393,"[80, 35, 2, 2, 15]",0
On,Off,On,On,On,Off,On,On,Off,On,Off,On,Off,Off,Off,Off,Off,On,On,On,0.07937097549438477,3.0917770862579346,"[80, 35, 2, 2, 15]",0
Off,Off,Off,Off,On,On,On,Off,Off,Off,On,Off,On,Off,On,On,On,On,On,On,0.07987117767333984,3.148158550262451,"[80, 35, 2, 2, 15]",0
On,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,Off,Off,On,On,On,On,On,0.07996249198913574,3.166672468185425,"[80, 35, 2, 2, 15]",0
On,Off,On,Off,On,Off,On,On,Off,On,Off,On,On,Off,Off,Off,Off,On,On,Off,0.08033347129821777,3.18061900138855,"[80, 35, 2, 2, 15]",0
On,Off,On,On,Off,Off,On,On,Off,On,Off,On,On,On,Off,Off,Off,Off,Off,Off,0.08106422424316406,3.111300230026245,"[80, 35, 2, 2, 15]",0
On,Off,On,On,On,On,On,Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,On,On,0.08172059059143066,3.118988275527954,"[80, 35, 2, 2, 15]",0
Off,Off,On,Off,On,On,Off,On,On,On,On,Off,Off,Off,On,On,Off,Off,On,Off,0.08242154121398926,3.1097185611724854,"[80, 35, 2, 2, 15]",0
Off,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,On,Off,Off,On,On,Off,On,On,0.08354043960571289,3.054375410079956,"[80, 35, 2, 2, 15]",0
On,Off,On,On,On,On,On,On,Off,On,Off,On,On,Off,Off,Off,Off,Off,On,On,0.08365201950073242,3.159482955932617,"[80, 35, 2, 2, 15]",0
On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,On,On,On,On,On,0.08384275436401367,2.9542489051818848,"[80, 35, 2, 2, 15]",0
Off,Off,On,On,Off,Off,On,Off,On,Off,Off,On,On,Off,Off,Off,Off,On,On,On,0.08428740501403809,3.1356592178344727,"[80, 35, 2, 2, 15]",0
