inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
80,10,2,2,5,0.4787878787878787,2.7748087644577026,0
90,25,1,4,15,0.18787878787878787,2.8077134609222414,1
70,35,1,1,15,-0.6242424242424242,2.792208933830261,1
90,20,3,1,5,0.406060606060606,2.8430113077163695,1
90,20,2,2,10,0.2606060606060606,2.852221632003784,2
50,20,2,2,15,0.16363636363636364,2.92339608669281,3
60,15,1,2,35,0.13939393939393938,2.9775438785552977,4
60,35,2,4,10,0.07878787878787878,3.100427675247192,5
80,35,1,3,25,-1,73.88339989185333,6
80,20,1,3,35,-1,74.15672905445099,6
