time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
35,35,15000,8,0.5,0.8303030303030302,50.478701782226565,0
35,25,20000,10,0.5,0.8545454545454544,52.39572412967682,0
35,25,35000,10,0.5,0.9393939393939393,62.34736034870148,0
30,35,20000,10,0.5,0.8787878787878788,52.83566906452179,0
55,20,20000,4,0.5,0.9393939393939393,64.15982735157013,0
45,30,30000,4,0.8,0.8787878787878788,60.543476009368895,0
35,20,20000,4,0.8,0.6848484848484848,45.53703937530518,0
30,35,20000,10,0.6,0.7939393939393938,51.76370792388916,1
55,25,25000,6,0.5,0.9151515151515152,69.82089729309082,1
40,30,30000,4,0.5,0.8545454545454544,55.42836503982544,1
