threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,10,True,0.9393939393939393,10.083461380004882,0
8,40,50,False,0.9878787878787878,55.227444005012515,0
8,40,35,True,0.9757575757575757,35.1120982170105,0
6,35,50,True,0.9878787878787878,50.099508786201476,0
1,35,10,True,0.8666666666666665,10.064182424545288,0
10,10,25,True,0.9757575757575757,25.076260900497438,0
6,20,15,True,0.9393939393939393,15.068954730033875,0
8,25,10,True,0.9393939393939393,10.066096258163451,0
8,25,35,True,0.9757575757575757,35.10069239139557,0
8,45,10,True,0.8787878787878788,10.072322392463684,1
