threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,50,True,0.9515151515151514,50.1221328496933,0
8,45,40,True,0.9515151515151514,40.092942690849306,0
8,35,10,True,0.9393939393939393,10.083461380004882,0
8,25,55,True,0.9515151515151514,55.125757050514224,0
8,35,25,True,0.9515151515151514,25.09205918312073,0
8,40,50,True,0.9515151515151514,50.11754696369171,0
8,50,10,True,0.8666666666666665,10.07302541732788,0
8,30,45,True,0.9515151515151514,45.10273675918579,0
8,40,15,True,0.9030303030303028,15.087744426727294,1
8,15,60,True,0.8909090909090909,60.08380274772644,2
