threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,10,True,0.9393939393939393,10.083461380004882,0
8,35,25,True,0.9515151515151514,25.09205918312073,0
8,40,50,False,0.9878787878787878,55.227444005012515,0
6,20,25,True,0.9515151515151514,25.091338419914244,0
8,40,35,True,0.9757575757575757,35.1120982170105,0
6,35,50,True,0.9878787878787878,50.099508786201476,0
8,30,30,True,0.9515151515151514,30.093987107276917,0
8,45,10,True,0.8787878787878788,10.072322392463684,0
8,50,10,True,0.8666666666666665,10.07302541732788,1
8,50,50,True,0.9757575757575757,50.11425039768219,1
