inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,5,3,1,5,0.5878787878787878,2.843847155570984,0
70,5,3,1,5,-0.06666666666666665,2.844197940826416,1
90,15,2,3,10,0.38181818181818183,2.9408434867858886,1
50,15,1,1,10,0.13939393939393938,2.8563119649887083,1
60,25,2,4,15,0.5515151515151515,3.0678368330001833,1
50,25,2,3,10,0.2727272727272727,3.0060941219329833,2
50,15,2,2,20,0.17575757575757575,2.957836365699768,2
80,5,1,4,5,-0.06666666666666665,2.901659941673279,2
70,20,1,1,35,0.12727272727272726,2.914540934562683,2
50,20,3,1,5,-0.07878787878787878,2.8900136232376097,2
