fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
On,On,On,On,Off,Off,On,On,On,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,0.07300972938537598,2.886962890625,"[50, 5, 3, 1, 5]",0.5878787878787878
Off,Off,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,On,On,On,0.07630133628845215,2.8799939155578613,"[50, 5, 3, 1, 5]",0.5878787878787878
On,Off,On,Off,Off,On,Off,Off,On,Off,On,Off,On,Off,Off,On,On,On,On,Off,0.0767068862915039,2.9364066123962402,"[50, 5, 3, 1, 5]",0.5878787878787878
Off,On,On,On,Off,On,On,Off,On,Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,0.07673192024230957,2.8373301029205322,"[50, 5, 3, 1, 5]",0.5878787878787878
Off,On,On,On,Off,Off,On,On,On,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,0.07707905769348145,2.9008498191833496,"[50, 5, 3, 1, 5]",0.5878787878787878
On,On,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,On,On,Off,Off,Off,Off,0.0779561996459961,2.8788278102874756,"[50, 5, 3, 1, 5]",0.5878787878787878
Off,Off,Off,Off,Off,Off,Off,On,On,Off,On,Off,Off,On,On,On,On,On,On,On,0.07990837097167969,2.724515438079834,"[50, 5, 3, 1, 5]",0.5878787878787878
Off,Off,On,Off,Off,On,Off,Off,On,Off,On,On,Off,Off,On,Off,On,Off,Off,Off,0.08134746551513672,2.877904176712036,"[50, 5, 3, 1, 5]",0.5878787878787878
Off,Off,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,On,On,Off,On,On,Off,0.0821068286895752,2.835066795349121,"[50, 5, 3, 1, 5]",0.5878787878787878
Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,Off,Off,Off,On,Off,On,On,Off,On,0.08362627029418945,2.950533151626587,"[50, 5, 3, 1, 5]",0.5878787878787878
On,Off,On,Off,Off,Off,On,On,Off,Off,On,Off,On,Off,Off,On,On,On,On,Off,0.08371734619140625,2.7942235469818115,"[50, 5, 3, 1, 5]",0.5878787878787878
Off,Off,On,On,On,Off,On,Off,Off,On,On,Off,On,On,On,On,Off,Off,On,Off,0.08412289619445801,2.8020424842834473,"[50, 5, 3, 1, 5]",0.5878787878787878
Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,On,On,On,0.08420300483703613,2.865915536880493,"[50, 5, 3, 1, 5]",0.5878787878787878
On,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,Off,Off,On,Off,On,0.08423185348510742,2.8662467002868652,"[50, 5, 3, 1, 5]",0.5878787878787878
Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,On,Off,On,Off,Off,On,On,On,On,0.08475279808044434,2.847522735595703,"[50, 5, 3, 1, 5]",0.5878787878787878
Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,Off,On,0.08498072624206543,2.834291696548462,"[50, 5, 3, 1, 5]",0.5878787878787878
On,Off,On,On,Off,On,Off,On,On,Off,Off,On,Off,On,Off,Off,On,On,On,On,0.08515334129333496,2.8769702911376953,"[50, 5, 3, 1, 5]",0.5878787878787878
On,Off,On,Off,Off,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,On,On,Off,On,0.08614087104797363,2.822984457015991,"[50, 5, 3, 1, 5]",0.5878787878787878
Off,On,On,Off,Off,On,On,Off,On,Off,On,Off,Off,On,Off,Off,On,On,On,Off,0.08642220497131348,2.783529281616211,"[50, 5, 3, 1, 5]",0.5878787878787878
Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,On,0.08710432052612305,2.8063747882843018,"[50, 5, 3, 1, 5]",0.5878787878787878
