inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,5,3,1,5,-0.06666666666666665,2.844197940826416,0
90,15,2,3,10,0.38181818181818183,2.9408434867858886,0
80,5,1,4,5,-0.06666666666666665,2.901659941673279,0
70,20,1,1,35,0.12727272727272726,2.914540934562683,0
50,20,3,1,5,-0.07878787878787878,2.8900136232376097,1
60,5,3,4,25,-0.24848484848484845,3.913575553894043,2
50,20,2,4,5,-0.4787878787878787,2.961883211135864,2
70,25,2,4,20,-0.4424242424242424,3.6049065351486207,2
60,25,2,1,25,-1,73.64185800552369,3
50,25,2,1,10,-1,73.45053880214691,3
