time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
50,20,35000,4,0.5,0.8909090909090909,60.76053428649902,0
35,30,40000,4,0.7,0.7939393939393938,50.8467756986618,0
30,25,45000,4,0.7,0.7454545454545454,45.51212103366852,0
30,25,10000,4,0.9,0.6727272727272726,36.409601378440854,0
40,45,40000,6,0.6,0.8545454545454544,67.08230872154236,1
40,25,40000,4,0.5,0.6848484848484848,53.97272915840149,1
55,20,25000,4,0.5,0.6969696969696969,63.86254966259003,1
30,20,20000,10,0.5,0.3939393939393939,40.709602975845335,1
30,30,40000,6,0.5,0.6121212121212121,49.76255888938904,1
30,25,45000,10,0.9,0.2121212121212121,51.788461089134216,2
