innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
392,765018573,230,680625609,442970,693158656,82082,1005561086,0,73,11520384217,18756,699577073,78,83289928,full,684,89979843,36,355340,388.11,250.6323311328888,"[180, 50, 100000, 4, 0.5]",1
461,371094932,230,120900554,89789602,330852520,121487,464237434,0,11,15588583162,7579,132979815,125,58755303,full,10030,89979843,36,649525,386.2,247.67339038848877,"[180, 50, 100000, 4, 0.5]",1
392,350752038,281,680625609,89789602,330852520,121487,683227585,0,69,15588583162,18756,132979815,73,62982877,full,10030,89979843,36,649525,385.05,251.22617173194885,"[180, 50, 100000, 4, 0.5]",1
392,371094932,230,607020121,101057332,693158656,101288,464237434,0,73,11520384217,7579,132979815,78,58755303,full,10030,68820051,6,355340,384.96,252.1663019657135,"[180, 50, 100000, 4, 0.5]",1
392,765018573,230,120900554,442970,330852520,121487,683227585,0,73,11520384217,18756,3594201796,73,62982877,noblob,684,68820051,6,355340,384.15,246.48464107513428,"[180, 50, 100000, 4, 0.5]",1
461,371094932,230,680625609,89789602,330852520,121487,131548103,0,62,15588583162,20757,132979815,73,83289928,full,10030,89979843,36,649525,383.19,275.33014035224915,"[180, 50, 100000, 4, 0.5]",1
461,371094932,230,120900554,89789602,330852520,121487,464237434,0,11,15588583162,148,132979815,125,58755303,full,10030,89979843,36,649525,383.03,246.28987860679626,"[180, 50, 100000, 4, 0.5]",1
461,765018573,159,607020121,442970,693158656,101288,131548103,0,73,11520384217,7579,3594201796,111,62982877,minimal,9174,68820051,6,355340,382.26,252.24347925186157,"[180, 50, 100000, 4, 0.5]",1
554,765018573,230,680625609,442970,508739691,82082,683227585,0,73,11962593609,16675,699577073,78,83289928,full,6118,89979843,79,355340,382.11,252.95535039901733,"[180, 50, 100000, 4, 0.5]",1
461,246820780,159,120900554,442970,330852520,82082,464237434,0,62,15588583162,7579,3126920266,98,58755303,minimal,8777,89979843,36,9797,381.73,248.62108063697815,"[180, 50, 100000, 4, 0.5]",1
263,371094932,230,550853052,442970,693158656,82082,1005561086,0,73,11520384217,18756,699577073,98,83289928,full,684,91850949,36,649525,381.38,251.71648693084717,"[180, 50, 100000, 4, 0.5]",1
461,765018573,230,120900554,442970,330852520,121487,683227585,0,11,15588583162,18756,3594201796,125,62982877,minimal,684,89979843,36,649525,380.89,247.03245067596436,"[180, 50, 100000, 4, 0.5]",1
554,371094932,230,550853052,442970,508739691,82082,683227585,0,73,11520384217,16675,699577073,98,83289928,full,6118,91850949,79,649525,379.63,255.3971724510193,"[180, 50, 100000, 4, 0.5]",1
461,371094932,230,680625609,442970,330852520,82082,464237434,0,11,15588583162,25637,3594201796,98,58755303,full,8777,89979843,36,9797,379.52,246.97764110565186,"[180, 50, 100000, 4, 0.5]",1
461,765018573,159,120900554,442970,330852520,121487,131548103,0,73,11520384217,7579,3594201796,73,62982877,minimal,684,68820051,6,355340,378.29,251.79483222961426,"[180, 50, 100000, 4, 0.5]",1
392,765018573,230,607020121,442970,693158656,101288,683227585,0,73,11520384217,18756,3594201796,78,62982877,minimal,684,68820051,6,355340,378.17,250.71836471557617,"[180, 50, 100000, 4, 0.5]",1
461,371094932,230,680625609,89789602,826804783,121487,131548103,0,62,15588583162,20757,132979815,73,83289928,full,10030,89979843,36,355340,377.57,249.24382495880127,"[180, 50, 100000, 4, 0.5]",1
461,371094932,230,680625609,59041504,330852520,121487,131548103,0,11,15588583162,25637,3594201796,73,58755303,noblob,6118,89979843,36,754784,377.43,244.4441113471985,"[180, 50, 100000, 4, 0.5]",1
461,371094932,230,680625609,442970,973255196,121487,464237434,0,62,15588583162,25637,3594201796,98,58755303,minimal,8777,89979843,36,649525,376.72,246.24475383758545,"[180, 50, 100000, 4, 0.5]",1
392,371094932,230,680625609,442970,508739691,82082,1005561086,0,73,11520384217,20757,699577073,78,83289928,full,6118,89979843,85,976926,375.83,248.47672510147095,"[180, 50, 100000, 4, 0.5]",1
