time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,25,40000,4,0.5,0.8909090909090909,56.71398537158966,0
50,35,20000,6,0.5,0.8909090909090909,67.32197592258453,0
30,20,20000,10,0.5,0.7333333333333332,45.1208176612854,0
50,20,35000,4,0.5,0.7939393939393938,62.95154416561127,1
55,30,45000,6,0.5,0.8303030303030302,85.3814641714096,1
50,35,40000,10,0.5,0.8787878787878788,92.53620038032531,1
50,30,10000,6,0.5,0.6,59.782825112342834,1
45,45,30000,6,0.5,0.7333333333333332,75.10336291790009,2
40,30,50000,10,0.5,0.7575757575757575,86.24954051971436,2
30,45,45000,10,0.5,0.4787878787878787,91.47118732929229,3
