inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,10,3,4,25,0.6121212121212121,4.838188242912293,0
50,10,1,3,5,0.4545454545454545,2.778100109100342,0
90,20,1,3,20,0.5636363636363636,3.0515073776245116,0
70,15,1,3,5,0.16363636363636364,2.7741298913955688,0
80,5,2,2,10,-0.01818181818181818,2.77179274559021,0
50,10,3,4,5,0.4545454545454545,2.9008206367492675,0
80,5,2,4,10,0.35757575757575755,2.8842020273208617,1
50,10,1,1,5,0.33333333333333326,2.792791795730591,1
90,20,3,3,20,0.5272727272727272,4.052137422561645,1
50,25,3,3,25,0.406060606060606,3.526168966293335,1
