ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,Off,On,Off,Off,On,On,On,Off,On,On,Off,On,On,Off,On,Off,On,On,0.09931492805480957,0.44391632080078125,241944,2.364328622817993,356663,1676,5.573047876358032,"[10, 50, 6, 4, 5]"
On,On,Off,On,On,On,On,Off,Off,On,Off,On,Off,On,On,On,Off,On,Off,Off,0.10450267791748047,0.40015673637390137,237848,2.2160511016845703,356663,1676,5.14941668510437,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,On,Off,On,0.0955667495727539,0.39246058464050293,240512,2.190575122833252,356663,1676,5.15784478187561,"[10, 50, 6, 4, 5]"
On,On,On,Off,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,0.09460878372192383,0.41887974739074707,237848,2.1833033561706543,356663,1676,5.090625524520874,"[10, 50, 6, 4, 5]"
Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,On,0.0923922061920166,0.4079570770263672,236416,2.2457973957061768,356663,1676,5.184010982513428,"[10, 50, 6, 4, 5]"
On,On,Off,Off,On,Off,On,Off,On,On,Off,On,Off,Off,Off,On,Off,On,On,On,0.10310554504394531,0.410264253616333,237848,2.2258527278900146,356663,1676,5.223269701004028,"[10, 50, 6, 4, 5]"
On,Off,On,Off,On,On,Off,On,On,On,On,On,On,Off,On,Off,On,On,Off,Off,0.09060215950012207,0.3957672119140625,241944,2.1843814849853516,356663,1676,5.051892042160034,"[10, 50, 6, 4, 5]"
Off,On,On,On,On,Off,Off,On,On,On,Off,Off,On,On,Off,Off,On,Off,On,On,0.09237480163574219,0.41812944412231445,240512,2.1839962005615234,356663,1676,5.036287307739258,"[10, 50, 6, 4, 5]"
On,Off,On,Off,On,On,Off,On,On,On,On,On,On,Off,On,Off,On,On,Off,Off,0.0800480842590332,1.4560003280639648,469384,4.283917188644409,828309,4503,8.27083706855774,"[10, 50, 6, 4, 10]"
Off,On,On,On,On,Off,Off,On,On,On,Off,Off,On,On,Off,Off,On,Off,On,On,0.09435343742370605,1.459444284439087,472056,4.2653648853302,828309,4503,8.248833179473877,"[10, 50, 6, 4, 10]"
Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,On,0.09531497955322266,1.442563772201538,467960,4.272437810897827,828309,4503,8.223731517791748,"[10, 50, 6, 4, 10]"
On,On,On,Off,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,0.08461761474609375,1.4543876647949219,465288,4.2745091915130615,828309,4503,8.298613786697388,"[10, 50, 6, 4, 10]"
On,Off,On,Off,On,On,Off,On,On,On,On,On,On,Off,On,Off,On,On,Off,Off,0.0877687931060791,1.5190403461456299,504440,7.180922746658325,866233,4708,11.271050930023193,"[10, 50, 6, 4, 25]"
On,On,On,Off,Off,Off,On,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,0.0964810848236084,1.4950644969940186,496248,7.15761137008667,866233,4708,11.266680240631104,"[10, 50, 6, 4, 25]"
On,Off,On,Off,On,On,Off,On,On,On,On,On,On,Off,On,Off,On,On,Off,Off,0.07144808769226074,5.513372421264648,1252968,34.61354112625122,2152160,10605,42.631555795669556,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,Off,On,On,On,On,Off,On,Off,Off,On,Off,On,Off,Off,0.08733034133911133,1.440410852432251,465288,4.2645416259765625,828309,4503,8.193537950515747,"[10, 50, 6, 4, 10]"
On,On,On,On,On,Off,Off,On,On,On,On,Off,On,On,Off,On,On,Off,On,On,0.09859037399291992,1.4487800598144531,465288,4.265824794769287,828309,4503,8.29650354385376,"[10, 50, 6, 4, 10]"
Off,On,Off,On,Off,On,Off,On,On,Off,Off,Off,On,Off,On,On,On,Off,On,Off,0.0934438705444336,1.4549274444580078,467960,4.269928455352783,828309,4503,8.271667242050171,"[10, 50, 6, 4, 10]"
On,On,On,On,On,On,On,On,On,On,Off,Off,On,On,On,On,On,Off,On,Off,0.09778428077697754,1.4456279277801514,465288,4.266452074050903,828309,4503,8.273056268692017,"[10, 50, 6, 4, 10]"
On,On,Off,Off,On,On,On,On,On,On,On,On,On,Off,On,Off,On,Off,On,Off,0.08556056022644043,1.4371023178100586,469384,4.281046628952026,828309,4503,8.295908689498901,"[10, 50, 6, 4, 10]"
Off,On,On,Off,On,Off,Off,On,On,On,Off,Off,On,On,Off,Off,On,Off,On,On,0.09645247459411621,1.457550048828125,472056,4.289624929428101,828309,4503,8.33969521522522,"[10, 50, 6, 4, 10]"
On,On,On,On,On,On,Off,On,On,On,On,On,On,On,Off,Off,On,Off,On,Off,0.09316658973693848,1.5152604579925537,504440,7.187574625015259,866233,4708,11.344008684158325,"[10, 50, 6, 4, 25]"
On,Off,On,Off,Off,Off,On,On,On,Off,On,On,Off,On,On,Off,Off,On,On,Off,0.08472633361816406,1.5203988552093506,504440,7.194002628326416,866233,4708,11.243574619293213,"[10, 50, 6, 4, 25]"
On,Off,On,Off,On,On,Off,On,On,On,On,On,Off,Off,On,Off,On,On,Off,On,0.08896803855895996,1.5188167095184326,504440,7.180775165557861,866233,4708,11.308478116989136,"[10, 50, 6, 4, 25]"
On,Off,On,Off,Off,On,On,On,On,Off,On,On,On,On,On,Off,On,On,On,Off,0.08477139472961426,5.564284801483154,1252968,34.75530982017517,2152160,10605,42.85224533081055,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,On,Off,On,On,On,On,On,On,Off,On,Off,Off,On,Off,Off,0.09320545196533203,1.5210564136505127,504440,7.176973342895508,866233,4708,11.366533756256104,"[10, 50, 6, 4, 25]"
On,On,Off,On,On,Off,On,On,On,Off,On,On,Off,Off,On,On,On,On,Off,On,0.09541177749633789,1.5107722282409668,496248,7.168388843536377,866233,4708,11.333303928375244,"[10, 50, 6, 4, 25]"
On,Off,On,Off,On,On,Off,On,On,On,On,On,On,Off,On,Off,On,On,On,Off,0.07361149787902832,1.5136637687683105,504440,7.1499834060668945,866233,4708,11.161954879760742,"[10, 50, 6, 4, 25]"
On,Off,On,Off,On,On,Off,On,On,On,On,On,On,On,On,Off,On,On,Off,Off,0.09017777442932129,1.5243499279022217,504440,7.155126571655273,866233,4708,11.202132940292358,"[10, 50, 6, 4, 25]"
On,Off,On,Off,On,On,Off,On,On,On,On,On,On,Off,On,Off,On,On,On,Off,0.08193778991699219,5.562445878982544,1252968,34.78129553794861,2152160,10605,42.91429877281189,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,On,On,On,On,On,Off,On,On,Off,Off,On,Off,Off,0.09776091575622559,5.550738573074341,1252968,34.75678205490112,2152160,10605,42.86832070350647,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,On,On,On,On,On,Off,On,On,Off,On,On,Off,Off,0.10017251968383789,5.519370794296265,1252968,34.79095125198364,2152160,10605,42.847219944000244,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,On,On,On,On,Off,On,On,On,On,On,Off,On,On,Off,Off,0.09798145294189453,5.512146472930908,1252968,34.61538124084473,2152160,10605,42.69027376174927,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,On,Off,On,On,On,On,On,On,On,On,Off,On,On,Off,On,0.08984661102294922,5.526645660400391,1255640,34.60702705383301,2152160,10605,42.80319929122925,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,Off,Off,On,Off,Off,0.07908320426940918,5.52980899810791,1252968,34.83122682571411,2152160,10605,43.04169964790344,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,On,On,On,Off,On,On,On,On,On,Off,On,Off,On,On,0.07831692695617676,0.42763686180114746,241944,2.2060863971710205,356663,1676,5.298400163650513,"[10, 50, 6, 4, 5]"
On,On,On,On,On,Off,Off,Off,On,On,On,Off,Off,On,On,On,Off,On,Off,On,0.0869896411895752,0.43371009826660156,237848,2.2124106884002686,356663,1676,5.177509546279907,"[10, 50, 6, 4, 5]"
On,Off,Off,On,On,Off,Off,On,On,Off,On,On,Off,Off,Off,On,On,On,On,On,0.10166215896606445,0.3927319049835205,237848,2.1996493339538574,356663,1676,5.174122333526611,"[10, 50, 6, 4, 5]"
Off,On,On,Off,Off,Off,Off,On,Off,Off,On,On,Off,On,Off,On,Off,On,On,Off,0.09760618209838867,0.40908169746398926,236416,2.2037086486816406,356663,1676,5.163105726242065,"[10, 50, 6, 4, 5]"
Off,On,On,On,On,Off,On,On,Off,On,Off,Off,On,On,Off,Off,On,On,On,On,0.0890049934387207,0.4063868522644043,241944,2.219125986099243,356663,1676,5.281035661697388,"[10, 50, 6, 4, 5]"
