time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
45,45,30000,6,0.5,0.8545454545454544,73.38510863780975,0
30,20,20000,10,0.5,0.4545454545454545,44.675008630752565,0
40,45,30000,6,0.5,0.7818181818181817,68.87570631504059,0
40,35,40000,4,0.5,0.7818181818181817,63.023416137695314,0
30,25,40000,6,0.5,0.7696969696969697,51.77262654304504,0
35,20,35000,4,0.5,0.22424242424242422,48.03314871788025,1
50,25,40000,10,0.5,0.7333333333333332,80.90263242721558,1
45,25,10000,4,0.5,0.3696969696969697,52.774799299240115,1
45,25,15000,4,0.5,0.5151515151515151,53.9446745634079,1
40,20,45000,10,0.5,0.709090909090909,73.1341710805893,1
