time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,25,40000,4,0.5,0.5878787878787878,53.968325352668764,0
40,40,35000,4,0.5,0.6848484848484848,58.93423533439636,0
40,45,50000,10,0.5,0.7212121212121211,81.00052082538605,0
30,30,20000,4,0.5,0.3696969696969697,39.91049773693085,0
30,45,45000,10,0.5,0.4787878787878787,67.96001899242401,1
50,20,35000,4,0.5,0.3696969696969697,60.931380772590636,1
55,30,45000,6,0.5,0.5030303030303029,76.26233496665955,1
55,20,35000,4,0.5,0.4424242424242424,65.83042545318604,1
30,20,20000,10,0.5,0.28484848484848485,40.53559980392456,1
30,30,50000,10,0.6,0.309090909090909,59.2255544424057,1
