inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,35,1,1,10,0.49090909090909085,2.829924535751343,0
60,20,2,4,15,0.5272727272727272,3.3984470844268797,0
80,20,1,1,10,0.22424242424242422,2.8058536767959597,0
50,35,1,4,15,0.5030303030303029,2.9613562345504763,0
50,15,2,1,20,0.16363636363636364,2.8853465795516966,1
50,10,3,2,25,0.35757575757575755,3.8943487882614134,1
90,35,3,4,25,0.07878787878787878,3.6596315622329714,2
50,20,3,3,5,-0.22424242424242422,2.8929729223251344,2
60,20,3,4,35,-0.38181818181818183,9.784621644020081,3
80,35,2,4,10,-0.4424242424242424,3.0313780069351197,3
