time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,25,40000,4,0.5,0.7939393939393938,53.824840259552005,0
30,25,10000,4,0.9,0.406060606060606,36.53377778530121,0
50,35,20000,6,0.5,0.406060606060606,62.81267111301422,1
45,45,30000,6,0.7,0.5272727272727272,66.01070806980132,1
40,45,40000,6,0.7,0.6,67.03251347541809,1
30,20,20000,10,0.5,0.1515151515151515,40.54919164180755,1
50,20,35000,4,0.5,0.3939393939393939,60.88001508712769,1
40,40,35000,4,0.5,0.35757575757575755,57.62451212406158,1
45,30,30000,6,0.5,0.38181818181818183,60.368213820457456,1
35,20,20000,10,0.5,0.35757575757575755,45.80045034885406,1
