time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,20,20000,10,0.5,0.24848484848484845,40.81561164855957,0
30,25,40000,4,0.5,0.8909090909090909,44.05987551212311,0
45,45,30000,6,0.5,0.6121212121212121,66.0197101354599,1
50,20,35000,4,0.5,0.5636363636363636,60.95510241985321,1
45,20,30000,6,0.5,0.4666666666666666,56.25471289157868,1
30,20,35000,8,0.5,0.23636363636363633,44.33663535118103,1
35,35,35000,4,0.7,0.43030303030303024,50.97444765567779,1
50,35,20000,6,0.5,0.4424242424242424,62.94093010425568,2
30,45,20000,10,0.5,-0.10303030303030303,48.7188817024231,2
40,35,20000,6,0.5,0.3939393939393939,52.96307122707367,2
