checkpoint_completion_target,backend_flush_after,maintenance_work_mem,max_parallel_workers_per_gather,min_wal_size,wal_writer_flush_after,wal_writer_delay,work_mem,random_page_cost,commit_siblings,checkpoint_flush_after,seq_page_cost,commit_delay,join_collapse_limit,bgwriter_delay,from_collapse_limit,default_statistics_target,bgwriter_flush_after,checkpoint_timeout,deadlock_timeout,throughput,cost,fidelity,prepare_time,run_time,clean_time
0.40775962118991266,133,890916,414,4182,2117207717,2902,880059,8.681695036936757,501,89,5.1575412647796774,18701,811620706,1673,1827205159,4486,82,66309,587159818,324.09,265.8708076477051,"[180, 50, 100000, 4, 0.5]",81.20137929916382,180.08836841583252,0.49364376068115234
0.7712217250070639,43,991524,323,3600,1469840421,7677,140947,70.69569420787776,353,7,33.83349638419601,42684,271515401,7477,245462388,6545,161,84225,1929197631,459.26,259.646671295166,"[180, 50, 100000, 4, 0.5]",75.25570225715637,180.0806441307068,0.3996396064758301
0.8357949055257115,249,41297,835,6761,835631792,783,495818,52.115185590519644,11,246,45.015197822890144,9893,1463548864,8010,1690894313,1858,207,40009,1576328584,551.33,238.20370984077454,"[180, 50, 100000, 4, 0.5]",53.41391396522522,180.1745162010193,0.318939208984375
0.16382690901028463,165,726112,545,5060,1242811797,4732,609620,44.13845927560664,410,43,25.079885196922724,79580,629500671,5218,697127258,3684,4,70523,133779344,546.32,239.44725465774536,"[180, 50, 100000, 4, 0.5]",54.869038581848145,180.19134140014648,0.3723423480987549
0.06388150689459156,215,436236,85,5751,410175282,6977,998726,13.400422272262524,634,143,90.1350693068791,84783,1773733837,9571,1409190475,5176,44,11713,1183490261,550.22,239.0867726802826,"[180, 50, 100000, 4, 0.5]",54.64229202270508,180.07018065452576,0.38669705390930176
0.2813472488051685,116,517416,940,7213,512102216,9130,746913,64.54756016656394,119,126,59.03019321480743,65658,175239922,6152,613342926,449,106,52320,1935073317,561.39,239.37239265441895,"[180, 50, 100000, 4, 0.5]",55.07936096191406,180.08495473861694,0.3181769847869873
0.9961874779729345,102,317251,185,3047,179573125,8591,566791,80.86223113209857,947,157,62.483647883979955,28073,1231917497,3784,211666355,8999,56,24367,1423657140,546.09,240.29243159294128,"[180, 50, 100000, 4, 0.5]",55.89682579040527,180.1841413974762,0.4432222843170166
0.5758383682458208,195,657241,776,219,939553819,1855,15869,25.16839371341948,816,220,14.005302617424794,55142,1669109470,4082,914223382,2393,247,43215,983817714,544.54,240.40776443481445,"[180, 50, 100000, 4, 0.5]",55.9484486579895,180.08211302757263,0.372941255569458
0.36475970250290624,21,200466,656,2178,1547412711,5736,345624,96.40594544121387,736,61,80.86605022698663,96867,1068281508,2877,2124376629,7951,147,31349,302772335,539.28,241.92942714691162,"[180, 50, 100000, 4, 0.5]",57.07439708709717,180.19014191627502,0.4512009620666504
0.6467316713783993,54,211281,213,1260,1868669770,3057,274497,34.70932180454125,201,183,72.51856061121298,32081,2009856901,173,1123391934,9655,188,4785,674037905,527.92,241.69858407974243,"[180, 50, 100000, 4, 0.5]",57.09166431427002,180.08445525169373,0.47040820121765137
0.40775962118991266,133,890916,414,4182,2117207717,2902,880059,8.681695036936757,501,89,5.1575412647796774,18701,811620706,1673,1827205159,4486,82,66309,587159818,597.12,60.18683910369873,"[40, 40, 40000, 4, 0.5]",15.806866884231567,40.09712553024292,0.25568246841430664
0.7712217250070639,43,991524,323,3600,1469840421,7677,140947,70.69569420787776,353,7,33.83349638419601,42684,271515401,7477,245462388,6545,161,84225,1929197631,572.39,60.18687129020691,"[40, 40, 40000, 4, 0.5]",15.837785720825195,40.062533378601074,0.2885599136352539
0.8357949055257115,249,41297,835,6761,835631792,783,495818,52.115185590519644,11,246,45.015197822890144,9893,1463548864,8010,1690894313,1858,207,40009,1576328584,589.65,59.30989694595337,"[40, 40, 40000, 4, 0.5]",14.953971862792969,40.07817840576172,0.25118470191955566
0.16382690901028463,165,726112,545,5060,1242811797,4732,609620,44.13845927560664,410,43,25.079885196922724,79580,629500671,5218,697127258,3684,4,70523,133779344,577.96,60.021775245666504,"[40, 40, 40000, 4, 0.5]",15.644400835037231,40.0961229801178,0.2546083927154541
0.06388150689459156,215,436236,85,5751,410175282,6977,998726,13.400422272262524,634,143,90.1350693068791,84783,1773733837,9571,1409190475,5176,44,11713,1183490261,586.96,59.79243755340576,"[40, 40, 40000, 4, 0.5]",15.546228408813477,40.085612297058105,0.21546459197998047
0.2813472488051685,116,517416,940,7213,512102216,9130,746913,64.54756016656394,119,126,59.03019321480743,65658,175239922,6152,613342926,449,106,52320,1935073317,617.65,59.80707287788391,"[40, 40, 40000, 4, 0.5]",15.607352495193481,40.094988107681274,0.24707531929016113
0.9961874779729345,102,317251,185,3047,179573125,8591,566791,80.86223113209857,947,157,62.483647883979955,28073,1231917497,3784,211666355,8999,56,24367,1423657140,543.81,59.66951394081116,"[40, 40, 40000, 4, 0.5]",15.32170295715332,40.085328817367554,0.24637603759765625
0.5758383682458208,195,657241,776,219,939553819,1855,15869,25.16839371341948,816,220,14.005302617424794,55142,1669109470,4082,914223382,2393,247,43215,983817714,617.53,60.14071321487427,"[40, 40, 40000, 4, 0.5]",15.755139112472534,40.05942940711975,0.23203301429748535
