time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,-0.3696969696969697,39.60776376724243,0
30,30,25000,10,0.5,-0.2606060606060606,46.3937194108963,0
45,35,10000,4,0.5,0.6606060606060605,52.625018978118895,0
35,35,25000,4,0.5,0.2606060606060606,47.71062159538269,0
40,40,40000,4,0.5,0.33333333333333326,59.97609984874725,1
50,40,10000,8,0.5,0.3939393939393939,60.418958163261415,1
35,25,50000,10,0.5,-0.0303030303030303,58.619098496437076,1
45,45,25000,10,0.5,0.22424242424242422,66.60469608306884,2
40,30,30000,10,0.5,-0.18787878787878787,58.88341715335846,2
55,35,40000,8,0.5,0.10303030303030303,79.97277064323426,3
