time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,-0.3696969696969697,39.60776376724243,0
45,35,10000,4,0.5,0.6606060606060605,52.625018978118895,0
35,35,25000,4,0.5,0.2606060606060606,47.71062159538269,0
35,40,10000,8,0.5,0.24848484848484845,45.441194248199466,0
40,40,10000,4,0.5,0.34545454545454546,48.20018353462219,0
30,30,50000,4,0.5,0.5272727272727272,48.91313152313232,0
30,40,10000,8,0.9,-0.3696969696969697,40.25842146873474,0
30,30,25000,10,0.5,-0.2606060606060606,46.3937194108963,1
45,20,45000,4,0.5,0.43030303030303024,57.90803756713867,1
35,40,40000,4,0.5,0.24848484848484845,54.936602687835695,1
