time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,-0.3696969696969697,39.60776376724243,0
45,35,10000,4,0.5,0.6606060606060605,52.625018978118895,0
35,35,25000,4,0.5,0.2606060606060606,47.71062159538269,0
35,40,10000,8,0.5,0.24848484848484845,45.441194248199466,0
40,40,40000,4,0.5,0.33333333333333326,59.97609984874725,1
50,40,10000,8,0.5,0.3939393939393939,60.418958163261415,1
30,30,50000,10,0.5,0.2606060606060606,59.42266483306885,1
30,30,25000,10,0.5,-0.2606060606060606,46.3937194108963,1
30,30,25000,10,0.6,0.11515151515151514,46.44900071620941,1
45,45,10000,4,0.5,0.1515151515151515,53.73071129322052,1
