fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,0.07319259643554688,1.6304800510406494,513704,34.354288816452026,2152160,10605,40.288546323776245,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,Off,On,Off,On,Off,On,On,On,On,Off,On,Off,On,On,0.09759688377380371,1.4901673793792725,523384,34.0320188999176,2152160,10605,38.342952489852905,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,On,On,Off,On,Off,On,Off,Off,On,On,On,On,On,Off,0.10007762908935547,1.4880540370941162,515192,34.029563665390015,2152160,10605,38.39295506477356,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,Off,Off,Off,Off,On,0.10167527198791504,1.5291171073913574,521896,34.07293963432312,2152160,10605,38.46462082862854,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,0.10126543045043945,1.5347399711608887,522088,34.0312180519104,2152160,10605,38.29463791847229,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,On,Off,Off,On,Off,On,On,On,Off,On,On,On,On,Off,On,0.09858965873718262,1.4569666385650635,515000,34.06182074546814,2152160,10605,38.21938228607178,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,On,On,Off,On,Off,On,On,Off,On,On,Off,On,Off,Off,Off,0.10459280014038086,1.5347013473510742,523192,34.10580515861511,2152160,10605,38.37271595001221,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,Off,On,On,On,0.10752654075622559,1.5195720195770264,513896,34.104920864105225,2152160,10605,38.338337659835815,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,Off,On,On,Off,Off,Off,Off,On,On,On,Off,On,Off,On,Off,0.1032860279083252,1.4699876308441162,515192,34.07558488845825,2152160,10605,38.26044511795044,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,Off,Off,On,On,On,On,Off,Off,Off,On,Off,On,Off,On,0.09030294418334961,1.5260710716247559,521896,34.08330845832825,2152160,10605,38.40467596054077,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,On,On,Off,On,On,On,On,On,On,Off,Off,Off,Off,Off,Off,0.09420943260192871,1.5303277969360352,513704,34.089519739151,2152160,10605,38.26622724533081,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,Off,On,Off,Off,Off,Off,Off,Off,On,On,On,On,On,On,0.08425569534301758,1.4923367500305176,523384,34.088698625564575,2152160,10605,38.14534616470337,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,Off,On,Off,On,On,On,Off,On,Off,On,On,On,On,Off,Off,0.09371232986450195,1.5056655406951904,523192,34.04857778549194,2152160,10605,38.30223751068115,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,On,Off,On,Off,Off,Off,On,Off,On,Off,Off,Off,Off,On,On,0.08757281303405762,1.5152995586395264,513896,34.08826994895935,2152160,10605,38.23374891281128,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,On,On,On,Off,Off,Off,On,On,Off,Off,On,Off,On,On,Off,0.09763312339782715,1.560185194015503,522088,34.1244843006134,2152160,10605,38.27616477012634,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,Off,Off,Off,On,On,On,Off,Off,On,On,Off,On,Off,Off,On,0.07553744316101074,1.5258855819702148,515000,34.03997540473938,2152160,10605,38.20528721809387,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,On,Off,On,On,Off,On,Off,On,On,Off,On,On,Off,On,Off,0.09874415397644043,1.520265817642212,523384,34.047593116760254,2152160,10605,38.195462703704834,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,Off,On,0.08486342430114746,1.5277283191680908,513704,34.06468653678894,2152160,10605,38.260223150253296,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,Off,Off,Off,Off,On,Off,On,On,On,On,On,Off,Off,Off,Off,0.07838129997253418,1.5016615390777588,521896,34.11170411109924,2152160,10605,38.18969964981079,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,Off,On,On,On,On,0.08004426956176758,1.4927449226379395,515192,34.093215227127075,2152160,10605,38.17025685310364,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,On,Off,Off,0.1068575382232666,1.5416574478149414,515000,34.028038024902344,2152160,10605,38.15882110595703,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,On,On,On,Off,On,On,Off,On,On,On,Off,Off,On,On,0.08760809898376465,1.5517096519470215,522088,34.066730260849,2152160,10605,38.300233364105225,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,Off,On,On,Off,On,On,On,Off,On,Off,Off,On,On,Off,0.08730626106262207,1.5157477855682373,513896,34.07814598083496,2152160,10605,38.32541847229004,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,On,On,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,On,0.09125494956970215,1.4985556602478027,523192,34.14642548561096,2152160,10605,38.37423133850098,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,0.09958267211914062,1.522029161453247,521896,34.0659019947052,2152160,10605,38.23294019699097,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,Off,On,On,On,On,On,On,On,On,Off,On,On,Off,On,On,0.0869588851928711,1.5365240573883057,515192,34.08873105049133,2152160,10605,38.32585310935974,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,Off,Off,On,On,On,On,On,Off,Off,Off,Off,On,On,On,Off,0.07553911209106445,1.4779231548309326,523384,34.126056432724,2152160,10605,38.278491735458374,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,On,On,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,On,0.09709787368774414,1.4508118629455566,513704,34.047733783721924,2152160,10605,38.14680361747742,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,Off,On,On,On,On,Off,Off,On,On,On,Off,Off,On,Off,0.09687232971191406,1.5236339569091797,513896,34.052212715148926,2152160,10605,38.29658246040344,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,Off,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,On,Off,On,0.09698796272277832,1.534656286239624,523192,34.130481481552124,2152160,10605,38.350653886795044,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,Off,Off,On,On,Off,On,Off,Off,Off,Off,Off,On,On,On,On,0.09074544906616211,1.5438299179077148,523384,34.05401420593262,2152160,10605,38.18709111213684,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,On,On,On,Off,0.09172582626342773,1.4714505672454834,523192,34.13499975204468,2152160,10605,38.389036417007446,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,Off,0.1000523567199707,1.4790101051330566,521896,34.03940773010254,2152160,10605,38.19681167602539,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,Off,On,On,On,0.09709048271179199,1.5030977725982666,513704,34.0904860496521,2152160,10605,38.30449676513672,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,On,On,On,Off,Off,Off,On,Off,On,On,Off,Off,On,On,0.08061838150024414,1.5207269191741943,522088,34.02590489387512,2152160,10605,38.147358894348145,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,On,On,On,On,Off,On,Off,Off,Off,On,On,Off,Off,Off,0.09684872627258301,1.5795903205871582,515192,34.0979528427124,2152160,10605,38.346186876297,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,Off,On,Off,On,On,0.08936309814453125,1.5379807949066162,515000,34.07042169570923,2152160,10605,38.282779932022095,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,On,On,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,Off,0.10033488273620605,1.4717333316802979,515192,34.07196235656738,2152160,10605,38.24163794517517,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,Off,On,On,On,Off,On,Off,On,On,Off,Off,Off,Off,On,0.0990142822265625,1.51664137840271,513896,34.06696557998657,2152160,10605,38.22063231468201,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,On,Off,Off,Off,On,Off,On,Off,On,On,Off,On,Off,Off,0.10236883163452148,1.5231289863586426,521896,34.049872159957886,2152160,10605,38.19134473800659,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,Off,On,On,Off,Off,On,Off,On,Off,Off,Off,On,On,Off,Off,0.10202693939208984,1.5389437675476074,515192,34.05823540687561,2152160,10605,38.31098961830139,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,On,On,Off,On,Off,Off,Off,Off,On,Off,On,On,On,Off,On,0.10944628715515137,1.511817216873169,523192,34.03774309158325,2152160,10605,38.26773166656494,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,Off,On,Off,On,Off,On,On,Off,Off,Off,On,Off,On,Off,On,0.09468388557434082,1.5378837585449219,521896,34.07692217826843,2152160,10605,38.3097710609436,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,On,Off,On,On,On,On,Off,On,Off,On,Off,On,Off,Off,0.09285140037536621,1.5145602226257324,513704,34.04761552810669,2152160,10605,38.21801805496216,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,Off,Off,On,Off,On,Off,Off,On,Off,On,On,On,Off,Off,On,0.11535143852233887,1.4782066345214844,523384,34.03325343132019,2152160,10605,38.22904849052429,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,Off,Off,Off,On,On,Off,Off,Off,Off,Off,On,Off,On,Off,Off,0.10170912742614746,1.5237417221069336,513704,34.092296838760376,2152160,10605,38.32365822792053,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,On,Off,On,Off,On,Off,Off,On,Off,On,On,On,Off,On,0.07291316986083984,1.4658610820770264,523192,34.07865595817566,2152160,10605,38.22365856170654,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,Off,Off,Off,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,0.1063995361328125,1.5529088973999023,521896,34.164466857910156,2152160,10605,38.427250146865845,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,On,Off,On,Off,On,0.09305047988891602,1.4806113243103027,521896,34.07634997367859,2152160,10605,38.25294208526611,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,On,On,On,On,On,Off,Off,Off,On,Off,On,Off,On,Off,0.09415745735168457,1.523603916168213,523384,34.08037734031677,2152160,10605,38.36693859100342,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,On,On,On,Off,On,On,On,On,On,Off,On,On,Off,On,0.09259414672851562,1.5277986526489258,515192,34.034435749053955,2152160,10605,38.1187379360199,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On,Off,0.08801460266113281,1.5586137771606445,522088,34.082260608673096,2152160,10605,38.22885727882385,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,Off,On,Off,Off,On,On,Off,Off,On,On,Off,Off,On,Off,On,0.08828902244567871,1.5217909812927246,513704,34.105796813964844,2152160,10605,38.40664482116699,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,On,Off,Off,On,Off,Off,0.07964849472045898,1.5581660270690918,513896,34.173593282699585,2152160,10605,38.3999445438385,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,Off,On,Off,On,On,On,Off,Off,On,Off,On,On,On,On,On,0.10319256782531738,1.5446112155914307,515000,34.058950901031494,2152160,10605,38.29650163650513,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,0.10103487968444824,1.5724399089813232,513704,34.110536336898804,2152160,10605,38.47253370285034,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,Off,On,On,Off,Off,Off,Off,Off,On,On,On,On,Off,On,0.0954446792602539,1.5248327255249023,523384,34.13090133666992,2152160,10605,38.297245502471924,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,Off,Off,On,On,On,On,On,Off,Off,Off,On,On,Off,Off,Off,0.08896088600158691,1.4701132774353027,515192,34.1578803062439,2152160,10605,38.31757712364197,"[10, 50, 6, 4, 50]"
