time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,40,40000,4,0.5,0.7454545454545454,64.74375669956207,0
30,25,15000,8,0.5,0.6,42.76849377155304,0
45,35,10000,4,0.5,0.6,54.37703025341034,0
35,35,25000,4,0.5,0.5151515151515151,50.05670280456543,1
55,35,40000,8,0.5,0.4787878787878787,91.93844187259674,2
30,30,25000,10,0.5,0.4787878787878787,55.23574092388153,2
35,25,50000,10,0.5,0.4787878787878787,75.10367965698242,2
50,40,10000,8,0.5,0.34545454545454546,63.77798902988434,3
45,45,25000,10,0.5,0.4545454545454545,78.7326450586319,3
40,30,30000,10,0.5,0.29696969696969694,69.31802806854247,4
