innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
614,521912402,33878,451439443,53653657,756225879,66501,68842598,0,23,11807252267,10883,2997816008,107,131077692,full,6586,9863551,46,534425,373.52,48.45112347602844,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
482,154310158,1307,867040849,122148834,150665751,92806,238775233,2,57,13783634090,29938,2001406378,42,58348703,full,8002,12070870,57,556156,372.87,46.313413858413696,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
792,521912402,24283,451439443,5446699,150665751,66501,589926132,0,23,11807252267,10883,2397293973,107,131077692,full,8294,89771689,1,534425,368.79,47.45471525192261,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
482,900200189,1307,182702559,89407023,50850609,92806,238775233,0,57,11123190236,29938,3335307653,42,58348703,full,8002,12070870,57,44807,366.73,47.05335450172424,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
792,900200189,24283,182702559,89407023,50850609,92806,238775233,0,57,11123190236,10883,2397293973,42,131077692,full,8294,89771689,57,534425,366.59,47.64612627029419,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
614,494265346,19515,1002118234,53653657,781745426,20313,68842598,2,36,14478442176,25376,726637953,11,100634846,full,6586,9863551,63,841195,365.93,47.03770589828491,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
482,766988388,12420,939554199,44323604,334386041,79332,587769970,2,28,13953545455,29938,3335307653,42,52851106,full,8002,28482535,64,47151,365.58,47.3266658782959,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
432,70505343,10189,182702559,89407023,50850609,73097,238775233,0,57,11123190236,18756,3085254141,112,98013187,full,3642,12070870,57,44807,364.52,47.54929804801941,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
482,900200189,5995,1002118234,121008406,756225879,20313,238775233,0,57,11123190236,29938,2997816008,42,58348703,full,6586,12070870,46,44807,364.11,46.747753381729126,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
614,154310158,1307,182702559,89407023,50850609,92806,68842598,2,21,13783634090,25376,3335307653,64,49028999,minimal,1068,9863551,57,493456,363.87,46.32896137237549,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
159,521912402,24283,451439443,53653657,756225879,84708,68842598,2,21,13783634090,25376,203073782,110,111786825,full,8294,131606259,42,464949,363.73,47.24976181983948,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
614,1028162733,33878,1059945725,90833333,542179483,66501,866764325,0,23,11807252267,10883,2997816008,107,131077692,noblob,6586,9863551,46,534425,362.34,47.312517166137695,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
658,706364821,26622,1046105616,57538589,706620383,90194,111596982,0,5,11235602239,21612,3448408806,35,81057496,minimal,8457,56511802,91,275978,362.07,47.34787940979004,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
159,297095218,23049,1059945725,90833333,542179483,84708,471121962,0,8,12336783452,10539,203073782,110,111786825,noblob,1545,131606259,42,464949,362.02,47.98440098762512,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
642,854384286,34520,534220169,45004414,338570872,123940,649314735,2,53,11456475826,22254,2065403999,46,63156955,full,964,92757793,67,745722,360.74,47.92369604110718,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
641,154310158,15512,867040849,122148834,150665751,57268,772747588,2,21,13783634090,28488,2001406378,26,49028999,minimal,8294,75704850,1,556156,360.63,47.26061248779297,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
614,154310158,5995,1002118234,53653657,756225879,20313,68842598,2,21,13783634090,25376,2997816008,64,49028999,minimal,6586,9863551,46,493456,360.32,47.29532432556152,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
159,154310158,24283,1059945725,90833333,542179483,84708,866764325,2,21,13783634090,25376,203073782,110,111786825,noblob,8294,131606259,42,464949,359.49,47.94822287559509,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
482,900200189,10305,223328344,44323604,258490603,92806,510957688,2,28,13953545455,29938,3335307653,42,52851106,minimal,8002,105916728,43,499154,358.75,46.452720642089844,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
30,399071801,19515,867586107,101062412,499734761,49976,695667170,2,36,14477261070,6610,726637953,11,100634846,full,9699,13028911,63,841195,358.41,47.6423602104187,"[35, 40, 15000, 4, 0.5]",0.7696969696969697
