time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.6,42.76849377155304,0
45,40,10000,4,0.5,0.8060606060606059,55.36956152915955,0
35,40,15000,4,0.5,0.7696969696969697,47.685348343849185,0
30,20,15000,6,0.6,0.5393939393939393,39.423233437538144,0
55,25,25000,4,0.6,0.8060606060606059,67.0305811405182,0
35,20,15000,8,0.6,0.6,45.9408851146698,0
30,35,15000,6,0.5,0.5757575757575757,43.81976039409638,1
40,40,40000,4,0.7,0.7939393939393938,66.71671180725097,1
40,35,10000,4,0.5,0.5878787878787878,49.487085175514224,1
40,40,40000,4,0.5,0.7454545454545454,64.74375669956207,1
