threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,10,True,0.7560975609756098,8.04370539188385,0
8,15,60,True,0.8170731707317074,48.06713953018188,0
8,35,25,True,0.8170731707317074,20.072742104530334,0
8,30,20,True,0.5121951219512195,16.05914044380188,1
8,45,60,True,0.6463414634146342,48.07260477542877,1
8,35,35,True,0.5609756097560976,28.081136846542357,1
8,15,45,True,0.5731707317073171,36.060713386535646,1
8,25,55,True,0.6097560975609757,44.090590834617615,1
8,50,40,True,0.2804878048780488,32.09602851867676,2
8,40,55,True,0.1829268292682927,44.09995048046112,3
