fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,On,Off,On,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,Off,Off,On,0.08711075782775879,1.7295641899108887,521896,34.352130651474,2152160,10605,40.3202018737793,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,Off,Off,On,Off,Off,Off,On,On,Off,On,Off,On,On,Off,0.11423659324645996,1.5322742462158203,521896,34.07203483581543,2152160,10605,38.340740442276,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,Off,Off,0.09556341171264648,1.510474681854248,521896,34.140791177749634,2152160,10605,38.42215394973755,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,Off,On,On,On,Off,Off,Off,Off,Off,On,On,On,Off,Off,0.09694099426269531,1.502626657485962,523384,34.10737657546997,2152160,10605,38.22189998626709,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,On,Off,Off,On,Off,0.10594511032104492,1.4845433235168457,513896,34.13387846946716,2152160,10605,38.44791316986084,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,Off,On,On,On,Off,On,0.08732724189758301,1.4742496013641357,515192,34.053870677948,2152160,10605,38.207382917404175,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,Off,Off,On,Off,On,Off,On,On,0.09473037719726562,1.5011205673217773,515192,34.136223554611206,2152160,10605,38.44611930847168,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,On,Off,On,On,On,On,On,Off,On,On,Off,On,Off,Off,Off,0.09134531021118164,1.520639419555664,515192,34.11470651626587,2152160,10605,38.40955424308777,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,On,Off,Off,On,On,On,On,Off,Off,On,Off,On,On,On,0.09376859664916992,1.5023493766784668,513704,34.15149474143982,2152160,10605,38.367167711257935,"[10, 50, 6, 4, 50]"
On,On,On,On,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,Off,On,On,0.0950767993927002,1.4796457290649414,523192,34.16768765449524,2152160,10605,38.43590068817139,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,On,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,Off,Off,On,0.10605573654174805,0.1612076759338379,24720,0.16426682472229004,82707,635,3.003183364868164,"[70, 25, 2, 2, 15]"
On,Off,On,On,Off,On,Off,Off,On,Off,Off,Off,On,On,Off,On,Off,On,On,Off,0.08353781700134277,0.1741797924041748,24720,0.14469528198242188,82707,635,2.8881070613861084,"[70, 25, 2, 2, 15]"
Off,On,Off,On,On,Off,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,Off,Off,0.0998072624206543,0.19217753410339355,24720,0.1396784782409668,82707,635,2.9448561668395996,"[70, 25, 2, 2, 15]"
On,Off,On,On,Off,On,Off,On,On,On,Off,Off,Off,Off,Off,On,On,On,Off,Off,0.08676862716674805,0.16606879234313965,25880,0.14650917053222656,82707,635,2.837789535522461,"[70, 25, 2, 2, 15]"
Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,On,Off,Off,On,Off,0.09594941139221191,0.1732175350189209,20624,0.1701340675354004,82707,635,2.9150941371917725,"[70, 25, 2, 2, 15]"
On,Off,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,Off,On,On,On,Off,On,0.08289146423339844,0.16039037704467773,21784,0.1423170566558838,82707,635,2.857423782348633,"[70, 25, 2, 2, 15]"
