inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
80,10,3,1,15,0.34545454545454546,2.8829264402389527,0
80,10,1,1,10,-0.17575757575757575,2.873762035369873,0
80,35,1,4,25,-0.01818181818181818,3.1302388429641725,1
70,25,2,2,15,-0.32121212121212117,2.8994927406311035,1
50,5,1,3,15,-0.19999999999999998,2.9142366647720337,1
70,15,1,1,25,-0.4666666666666666,2.891000747680664,1
70,5,1,3,15,-0.3696969696969697,2.91349081993103,2
80,15,2,3,35,-0.2121212121212121,3.825485014915466,2
70,15,3,2,25,-0.29696969696969694,3.0352728605270385,2
80,35,3,4,5,-0.2121212121212121,3.296127271652222,2
