fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
On,Off,On,On,On,On,On,Off,Off,Off,On,On,On,On,On,On,Off,Off,On,Off,0.07090377807617188,38.18590569496155,"[10, 50, 6, 4, 50]",1
On,On,Off,On,On,On,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,On,On,0.07183074951171875,38.14648628234863,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,Off,0.07254552841186523,38.14751148223877,"[10, 50, 6, 4, 50]",1
On,Off,On,On,Off,On,On,Off,On,On,On,On,Off,On,On,Off,On,On,On,Off,0.07423281669616699,38.2645058631897,"[10, 50, 6, 4, 50]",1
Off,Off,Off,Off,On,Off,On,On,On,On,On,Off,Off,On,On,On,Off,On,On,On,0.07505583763122559,38.22008228302002,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,On,On,On,Off,On,Off,Off,On,Off,Off,On,On,Off,Off,On,On,0.07761287689208984,38.845465421676636,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,Off,Off,On,On,On,On,On,On,On,Off,On,Off,On,On,On,Off,0.07781839370727539,38.16433930397034,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,On,On,On,Off,Off,Off,On,On,On,On,On,On,Off,On,On,Off,0.07808208465576172,38.34885048866272,"[10, 50, 6, 4, 50]",1
On,On,On,On,On,On,On,Off,On,Off,On,On,Off,On,On,Off,Off,On,On,Off,0.0783383846282959,38.246158599853516,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,On,Off,On,Off,Off,Off,On,On,On,On,Off,On,Off,On,On,Off,0.07876944541931152,38.16561198234558,"[10, 50, 6, 4, 50]",1
On,Off,Off,Off,Off,On,On,Off,Off,Off,Off,Off,On,Off,On,On,On,On,On,On,0.07921433448791504,38.213146686553955,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,On,On,On,On,On,On,On,Off,Off,On,On,On,Off,Off,On,On,0.0803682804107666,38.20796298980713,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,On,On,On,On,Off,0.08039498329162598,38.15684962272644,"[10, 50, 6, 4, 50]",1
Off,Off,On,On,On,On,On,Off,On,On,On,On,Off,On,On,Off,On,On,Off,Off,0.0818941593170166,38.246936559677124,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,Off,On,On,Off,On,On,Off,Off,On,On,On,Off,On,On,Off,Off,0.0821681022644043,38.20007824897766,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,Off,Off,On,Off,On,On,On,On,Off,On,On,On,On,On,On,On,0.08248138427734375,38.30400729179382,"[10, 50, 6, 4, 50]",1
On,Off,On,Off,Off,Off,On,Off,On,On,On,Off,On,Off,On,Off,On,On,On,Off,0.0835106372833252,38.27851152420044,"[10, 50, 6, 4, 50]",1
On,Off,On,On,On,Off,On,Off,On,Off,Off,On,Off,On,On,On,On,On,On,Off,0.08353185653686523,38.071691036224365,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,On,On,Off,Off,On,Off,Off,Off,Off,On,On,On,On,On,On,Off,0.08377504348754883,38.71819090843201,"[10, 50, 6, 4, 50]",1
On,On,On,On,On,On,On,Off,On,Off,On,On,On,On,On,On,Off,Off,On,Off,0.08382105827331543,38.24388146400452,"[10, 50, 6, 4, 50]",1
