ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,Off,On,Off,0.10362648963928223,0.5369303226470947,237848,2.4618241786956787,356663,1676,5.860954761505127,"[10, 50, 6, 4, 5]"
Off,On,Off,On,Off,On,On,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,Off,0.09350848197937012,0.4181492328643799,241944,2.2281150817871094,356663,1676,5.161683559417725,"[10, 50, 6, 4, 5]"
On,On,On,Off,On,On,Off,On,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,On,0.08958292007446289,0.40928149223327637,241944,2.256486177444458,356663,1676,5.178802251815796,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,On,Off,On,On,On,On,On,On,On,Off,On,On,Off,Off,On,On,0.0866999626159668,0.4121086597442627,237848,2.234206438064575,356663,1676,5.134562015533447,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,0.09193825721740723,0.41033482551574707,241944,2.2430965900421143,356663,1676,5.230146169662476,"[10, 50, 6, 4, 5]"
On,Off,Off,On,On,Off,Off,On,On,Off,Off,Off,On,On,Off,Off,On,Off,Off,On,0.10003924369812012,0.423595666885376,241944,2.198179006576538,356663,1676,5.1227381229400635,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,0.09431576728820801,0.4351520538330078,240512,2.2424559593200684,356663,1676,5.14948034286499,"[10, 50, 6, 4, 5]"
On,On,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,0.10796928405761719,0.4107246398925781,241944,2.229871988296509,356663,1676,5.135783672332764,"[10, 50, 6, 4, 5]"
Off,Off,On,Off,On,Off,On,On,On,On,On,On,On,Off,On,On,Off,Off,On,On,0.09289956092834473,1.433844804763794,465288,4.297588586807251,828309,4503,8.268664121627808,"[10, 50, 6, 4, 10]"
On,On,On,Off,On,On,Off,On,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,On,0.08523130416870117,1.4365315437316895,469384,4.254155158996582,828309,4503,8.234094381332397,"[10, 50, 6, 4, 10]"
On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,0.08430933952331543,1.4602208137512207,469384,4.260816335678101,828309,4503,8.315287828445435,"[10, 50, 6, 4, 10]"
Off,On,Off,On,Off,On,On,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,Off,0.1172327995300293,1.4271626472473145,469384,4.268242120742798,828309,4503,8.31040358543396,"[10, 50, 6, 4, 10]"
