time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
50,35,20000,6,0.5,0.8909090909090909,62.3289452791214,0
30,20,35000,4,0.5,0.6848484848484848,41.076365089416505,0
40,20,25000,4,0.5,0.8545454545454544,48.963891649246214,0
55,30,45000,6,0.5,0.8545454545454544,74.94873151779174,1
30,20,20000,10,0.5,-0.04242424242424241,41.07641279697418,1
30,30,20000,8,0.9,0.18787878787878787,42.75093779563904,1
50,30,10000,6,0.5,0.8424242424242423,58.07980635166168,1
40,25,40000,4,0.5,0.7818181818181817,53.66838436126709,1
40,20,20000,10,0.5,0.10303030303030303,51.82617151737213,2
50,20,35000,4,0.5,0.8181818181818182,60.66829252243042,2
