checkpoint_completion_target,backend_flush_after,maintenance_work_mem,max_parallel_workers_per_gather,min_wal_size,wal_writer_flush_after,wal_writer_delay,work_mem,random_page_cost,commit_siblings,checkpoint_flush_after,seq_page_cost,commit_delay,join_collapse_limit,bgwriter_delay,from_collapse_limit,default_statistics_target,bgwriter_flush_after,checkpoint_timeout,deadlock_timeout,throughput,evaluated_time,fidelity_setting,corr
0.9912985654994718,243,546459,776,3703,676935942,8275,585175,72.86143289585809,91,65,84.42450255997201,17050,921516044,8124,1323599218,20,207,27023,1258548028,581.39,41.57659292221069,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.426497584797297,182,197382,464,6621,520721906,9340,939030,19.60110022527306,619,105,96.54863647342778,76193,531337289,1736,1153777297,339,161,34179,716373728,579.28,42.08962368965149,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.3275248807012407,229,426791,123,3342,593589953,7837,136678,5.089675569804203,191,2,98.40454454074418,21048,474792758,2018,1014555713,381,60,54669,809038059,578.04,41.43434143066406,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.426497584797297,120,546459,943,6621,520721906,1899,202178,19.60110022527306,683,65,84.42450255997201,20600,959736127,8845,1133627976,20,103,27023,1258548028,575.29,41.88963556289673,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.426497584797297,182,424818,464,6621,520721906,9340,151015,19.60110022527306,619,105,41.30976996522028,76193,500035097,1736,1093334035,339,161,34179,1028657184,574.27,42.541435956954956,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.9769083436131548,182,228139,464,130,194849157,9340,151015,33.50103556099863,619,105,41.30976996522028,76193,313441038,1736,1093334035,339,161,481,1671766017,573.19,41.299747943878174,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.9769083436131548,182,197382,28,130,1182343570,3419,151015,49.4489817917749,331,105,96.54863647342778,76193,531337289,1736,1093334035,339,161,9619,1671766017,572.2,41.468090295791626,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.426497584797297,120,424818,943,6621,593589953,3922,202178,19.60110022527306,683,178,35.30586088903283,20600,474792758,8636,1133627976,381,103,54669,1028657184,571.76,42.23529410362244,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.9912985654994718,243,546459,776,3703,1191287295,8275,585175,16.144940572828983,91,65,84.42450255997201,17050,959736127,8124,1323599218,20,207,27023,1258548028,571.61,41.77870035171509,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.8429089304856138,230,512550,617,4662,1702719838,188,360088,45.80208308026141,164,204,59.26428336464657,93845,725034799,1690,127726369,1137,224,75287,754885349,571.24,42.120683670043945,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.8429089304856138,230,763017,442,3518,1702719838,1458,360088,45.870912057195646,646,204,59.26428336464657,4215,305942764,9398,127726369,1137,227,75287,559965162,570.79,41.63690900802612,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.851948827473748,249,512550,882,4662,1716219177,188,875907,45.80208308026141,164,253,95.75502084138907,93845,725034799,1690,1345364301,426,224,56598,754885349,570.41,41.84611177444458,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.9912985654994718,120,546459,776,3703,676935942,4042,202178,19.60110022527306,683,65,84.42450255997201,17050,500035097,8845,1133627976,20,103,27023,1258548028,570.29,41.996294021606445,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.9769083436131548,182,228139,464,130,194849157,2415,151015,38.03817530715731,619,229,43.156636047757154,76193,2111744683,1736,565628594,339,250,19556,1771284744,566.67,42.35188126564026,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.851948827473748,249,763017,882,3518,1716219177,1458,875907,42.025656801364285,646,253,68.0589269409502,4215,305942764,9398,1345364301,426,227,56598,559965162,566.03,42.55604076385498,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.3275248807012407,229,426791,123,3342,520721906,7837,136678,5.089675569804203,191,2,98.40454454074418,21048,500035097,8845,1014555713,2252,60,34179,809038059,565.73,42.000932455062866,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.3275248807012407,229,426791,123,3342,593589953,7837,136678,5.089675569804203,191,2,98.40454454074418,21048,474792758,8636,1014555713,381,60,54669,809038059,564.22,41.82934045791626,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.426497584797297,120,197382,943,130,1182343570,969,151015,19.60110022527306,331,105,96.54863647342778,76193,531337289,1736,1133627976,381,103,9619,1028657184,563.81,41.695152759552,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.7042260793281442,226,435687,581,4083,520721906,1440,474320,13.394647793784484,543,178,35.30586088903283,20600,500035097,1044,377257150,2168,191,5990,1028657184,561.97,41.96808481216431,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
0.3743738447968084,120,729174,256,3441,520721906,1687,789398,19.60110022527306,683,178,95.12647130844283,19966,515307379,8845,1133627976,2294,103,52852,159333579,561.3,42.157907009124756,"[30, 20, 35000, 6, 0.5]",0.9030303030303028
