threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,10,True,0.709090909090909,10.053692054748534,0
8,45,60,True,0.6969696969696969,60.10011203289032,1
8,30,20,True,-0.33333333333333326,20.073538756370546,1
8,35,25,True,0.6727272727272726,25.089229893684386,1
8,35,35,True,0.3939393939393939,35.10419385433197,2
8,15,45,True,0.5515151515151515,45.06838667392731,2
8,40,55,True,0.5757575757575757,55.125478982925415,2
8,25,55,True,0.5757575757575757,55.11636016368866,2
8,50,40,True,-0.34545454545454546,40.118739533424375,3
8,15,60,True,0.2121212121212121,60.07576494216919,3
