time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,45,45000,4,0.5,0.8545454545454544,64.35517075061799,0
30,20,20000,8,0.7,0.7818181818181817,40.446122479438785,0
50,30,10000,6,0.5,0.6969696969696969,57.88496911525726,1
40,25,40000,4,0.5,0.6969696969696969,54.0564523935318,1
30,20,20000,10,0.5,0.11515151515151514,40.93147339820862,1
30,35,20000,6,0.5,0.5272727272727272,42.86699898242951,1
40,45,40000,4,0.5,0.7454545454545454,61.964870834350585,1
30,30,40000,4,0.9,0.32121212121212117,46.35003514289856,2
55,30,45000,6,0.5,0.7212121212121211,76.33689460754394,2
50,20,35000,4,0.5,0.5878787878787878,60.82372570037842,2
